id,part,problem,rest,location
104979,,COMPRESSION,LOW COMPRESSION (16/80),R/H ENG #3 CYL   
104980,,,,
104981,,,,
104982,INTAKE TUBE GASKET,LEAKING,,#3  
104983,HARDWARE,MISSING,@ #3 BAFFLE,  
104984,INTAKE GASKET,LEAKS,,#4  
104985,INTAKE GASKET,LEAKING,,#2 & 4  
104986,INTAKE,LEAKING,,#2  
104987,INTAKE,LEAKING,," 2, 3 & 4 L/H ENGINE"
104988,INTAKE,LEAKING,,#4 & 3  R/H ENGINE
104989,,,,
104990,BRACKET,BROKEN,FOR #4 BAFFLE,  
104991,CLIP FOR OIL BAFFLE COOLER BRACKET,WORN,,  
104992,INTAKE GASKET,LEAKING,,#1  
104993,INTAKE,LEAKING,,#4  L/H ENGINE
104994,INTAKE,LEAKING,,#1 & 3  R/H ENGINE
104995,ROCKER COVER,LEAKING,,#1  R/H ENGINE
104996,ENG BAFFLE PLUG,WORN,,  
104997,INTAKE GASKET,LEAKING,,#2  
104998,INTAKE GASKET,LEAKING,,"#1, 4  "
104999,INTAKE,LEAKING,,#1 & 2  
105000,ENGINE TO BAFFLE ATTACH FITTING,MISSING,SCREW,  
105001,INTAKE,LEAKING,,#2  
105002,BAFFLE SCREW,MISSING,ABOVE #2 CYLINDER,  
105003,INTAKE GASKET,LEAKS,,#3  
105004,ROCKER COVER GASKET,LEAK,,#1 & 3  
105005,,,,
105006,,,,
105007,,,,
105008,ENGINE BAFFLE PLUG,WORN,,  
105009,ROCKER COVER GASKET,LEAKING,,"#1, 3  "
105010,BAFFLE MOUNTING SCREW,MISSING,,R/H REAR   
105011,INTAKE,LEAKS,,#2  
105012,BOTH ENG BAFFLE PLUG,WORN,,  
105013,SCREW BEHIND ENG OIL DIPSTICK,LOOSE,,  
105014,BLACK FWD SEAL,WORN,SPOTS,  
105015,INTAKE GASKET,LEAKING,,L/H ENG CYL #4  
105016,BAFFLE PLUG,DAMAGED,,1  
105017,,,,
105018,,,,
105019,,,,
105020,,,,
105021,,,,
105022,BAFFLE SCREW,MISSING,,  #3 CYL
105023,RIVET HEAD,SHEARED,ALT AIR DOOR,  
105024,INTAKE,LEAKING,,R/H ENG #2  
105025,INTAKE,LEAKING,LEFT ENGINE,#2 & 4  
105026,BAFFLE SCREW,MISSING,,#3  
105027,FWD SNIFFLER VALVE,LEAKING,"OIL/FUEL. THERE IS A 6"" PUDDLE",  
105028,INTAKE,LEAKING,,#4  
105029,FWD BAFFLE SEAL,LOOSE,,#1  
105030,ROCKER COVER GASKET,LEAKING,,R/H #2 & 4  
105031,INTAKE,LEAKING,,#4  
105032,INTAKE GASKET,LEAKING,,"L/H ENG, #4  "
105033,BAFFLE PLUG,DAMAGED,,1  
105034,ROCKER COVER GASKET,LEAKING,,#4  
105035,BAFFLE SCREW,LOOSE,BAFFLE,  #3 CYL 
105036,INTAKE GASKET,LEAKING,,"3, 4  "
105037,,,,
105038,ROCKER COVER GASKET,LEAKING,,"#2, 4  "
105039,BAFFLE SCREW,LOOSE,BAFFLE,  #3 CYL 
105040,INTAKE GASKET,LEAKS,,L/H ENG #3  
105041,BAFFLE SEAL,LOOSE,,R/H ENG #2 CYL   
105042,INTAKE,LEAKING,,"R/H ENG #2, 3  "
105043,INTAKE,LEAKING,,#2  L/H ENGINE
105044,FWD BAFFLE SEAL,LOOSE,@ #1 CYL,  
105045,INTAKE GASKET,LEAKING,,#4  
105046,ROCKER COVER SCREW,MISSING,,  #2 CYL
105047,OIL,LEAK,DISCOVERED ON #2 CYL,  
105048,INTAKE,LEAKING,,#2 & 4  
105049,OIL,LEAK,RIGHT FWD CYL INTAKE TUBE,  
105050,,,,
105051,ROCKER COVER GASKET,LEAKING,,#4 CYL   
105052,,,,
105053,,,,
105054,,,,
105055,,,,
105056,INTAKE GASKET,LEAKING,,"#2, 3, 4 R/H ENGINE,  "
105057,INTAKE GASKET,LEAKING,,  L/H ENG #4 CYLINDER
105058,CYL,COMPRESSION,COMPRESSION LOW,L/H ENGINE #2  
105059,AFT BAFFLE HAS SCREW,MISSING,,R/H ENGINE #4 CYL   
105060,CYL,COMPRESSION,COMPRESSION LOW,L/H ENGINE #2  
105061,,,,
105062,INTAKE,LEAKING,,#2 & 4  
105063,INTAKE,LEAK,,#4 CYL   
105064,,,,
105065,,,,
105066,INTAKE,LEAKING,, 2 & 4 
105067,,,,
105068,BAFFLE SECTION,DAMAGED,,#4 CYLINDER   
105069,ENG GROUNDING BOLT,LOOSE,,  
105070,INTAKE GASKET,LEAKING,,R/H ENG #3  
105071,HOSE CLAMPS ON ROCKER DRAIN,LOOSE,,ALL   
105072,INTAKE,LEAKING,,"2, 3 & 4  "
105073,BAFFLE SEAL,NEEDS,TO BE SECURED,#1 CYLINDER   
105074,ROCKER COVER GASKET,LEAKS,,"L/H ENG, #3  "
105075,BAFFLE SEAL,LOOSE,BY #4 CYL,L/H ENG   
105076,STANDOFF,BROKEN,, CYL #3 
105077,INTAKE GASKET,LEAKING,,2 & 4  
105078,BOTH ENG BAFFLE PLUG,WORN,,  
105079,BLACK FWD SEAL ON ENG,WORN,IN SPOTS & LOOSE ON L/H SIDE,  
105080,,,,
105081,,,,
105082,,,,
105083,BAFFLE PLUG,WORN,,  
105084,INTAKE GASKET,LEAK,,L/H ENG #2 & 4  
105085,INTAKE GASKET,LEAKING,,#4  
105086,BAFFLE SEAL,LOOSE,FWD BOTTOM R/H SIDE,  
105087,INTAKE,LEAKING,,#3  
105088,,,,
105089,,,,
105090,,,,
105091,,,,
105092,INTAKE GASKET,LEAKING,,#3 & 2  
105093,SNIFFLER VALVE,DIRTY,,  
105094,INTAKE GASKET,LEAKS,,#4 CYL   
105095,UPPER LEAD,NEED,TO BE SECURED AT BATT COOLING,#2 & 4  
105096,INTAKE GASKET,LEAKING,,#2  
105097,INTAKE GASKET,LEAKING,,R/H ENG #2  
105098,BAFFLE,NEEDS,TO BE PATCHED. BUTTON PLUG HOLE HAS WORN TOO,#3  
105099,INTAKE,LEAKING,,#2  R/H ENGINE
105100,INTAKE,LEAKING,,#3 & 4  L/H ENGINE
105101,INTAKE GASKET,LEAKING,,#4  
105102,,,,
105103,INTAKE GASKET,LEAKS,,R/H ENG #3  
105104,FRONT BAFFLE,CRACKED,,#2  
105105,,,,
105106,,,,
105107,INTAKE GASKET,LEAKS,,#4  
105108,INTAKE,LEAKING,,#4  
105109,INTAKE GASKET,LEAKING,,#4  
105110,,,,
105111,INTAKE GASKET,LEAKING,,#2 & 3  
105112,IMPELLER,DIRTY,,  
105113,,,,
105114,,,,
105115,ROCKER COVER GASKET,LEAKS,,R/H #2  
105116,,,,
105117,INTAKE GASKET,LEAKING,,R/H #3  
105118,,,,
105119,OIL RETURN LINE,LOOSE,,"R/H #1, 3  "
105120,INTAKE,LEAKING,,#1  
105121,,,,
105122,INTAKE GASKET,LEAKING,,#4  
105123,,,,
105124,,,,
105125,,,,
105126,INTAKE GASKET,LEAKS,,#4  
105127,INTAKE,LEAKING,,#2 & 4  
105128,BAFFLE PLUG,WORN,,  
105129,INTAKE GASKET,LEAKING,,#4  
105130,INTAKE,LEAKING,,#3  
105131,BAFFLE,CRACKED,BY #3 CYL,L/H   
105132,INTAKE GASKET,LEAKING,,L/H #3  
105133,,,,
105134,INTAKE,LEAKING,,#1  
105135,ROCKER COVER,LEAKING,,#1 & 4  
105136,ENGINE BAFFLE SEAL,LOOSE,BY #1 CYLINDER,  
105137,,,,
105138,,,,
105139,OIL BREATHER,LEAKING,,  
105140,OIL BREATHER,LEAKING,,  
105141,INTAKE GASKET,LEAKING,,CYL #4  
105142,,,,
105143,AFT BAFFLE,CRACKED,,#3  
105144,FWD ENGINE BAFFLE,CRACKED,,R/H   
105145,BAFFLE BY,CRACKED,,R/H  #1 CYL  
105146,INTAKE GASKET,LEAKING,,"R/H #1, 2  "
105147,,COMPRESSION,COMPRESSION LOW,L/H ENG #2 CYL  
105148,,COMPRESSION,COMPRESSION LOW,L/H ENG #2 CYL  
105149,OIL COOLER WEATHER STRIPPING,LOOSE,,  
105150,BAFFLING,CRACKED,,  #1 CYLINDER
105151,INTAKE TUBE GASKET,LEAKING,,#2  
105152,ROCKER BOX COVER GASKET,LEAKING,,#3  
105153,BAFFLE MOUNT RIVET,BROKEN,,R/H REAR ENGINE   
105154,INTAKE,LEAKING,,#2  
105155,ROCKER COVER SCREW,MISSING,,  
105156,INTAKE,LEAKING,,#2 CYL   
105157,ROCKER COVER GASKET,LEAKS,,L/H #4  
105158,,,,
105159,INTAKE,LEAKING,,#4  
105160,,,,
105161,,,,
105162,FWD BAFFLE,CRACKED,,L/H   
105163,FWD BAFFLE,CRACKED,,L/H   
105164,FWD BAFFLE,CRACKED,,L/H   
105165,FWD BAFFLE SEAL,MISSING,FROM MUFFLER INTAKE ON BAFFLE,  
105166,BAFFLE,SHEARED,RIVET,R/H REAR   
105167,ROCKER COVER,LEAKING,,"#1, 3 & 4  "
105168,AFT BAFFLE,CRACKED,NEAR OIL COOLER,R/H ENG   
105169,,,,
105170,INTAKE GASKET,LEAKING,,R/H ENG #3  
105171,WIRE STANDOFF,BROKEN,,#1 CYLINDER   
105172,INTAKE GASKET,LEAKING,,#3 CYL   
105173,,,,
105174,,,,
105175,,,,
105176,,,,
105177,INTAKE,LEAKING,," #2, 3, 4 "
105178,ROCKER COVER GASKET,LEAKS,,#1  
105179,BAFFLE MOUNT,LOOSE,,R/H REAR ENGINE   
105180,INTAKE,LEAKING,,#3  
105181,SNIFFLER VALVE,DIRTY,,  
105182,ENGINE AIR FILTER,DIRTY,,  
105183,,,,
105184,BOTH BAFFLE PLUG,BROKEN,,  
105185,BAFFLE SEAL BY,LOOSE,, #1 CYL  
105186,INTAKE,LEAKING,,#1 & 2  
105187,INTAKE GASKET,LEAKING,,L/H ENG #2 & 3  
105188,INTAKE,LEAKING,,#2  
105189,INTAKE,LEAKING,,#2 & 4  
105190,INTAKE TUBE GASKET,LEAKING,,R/H ENG #3  
105191,BAFFLE WIRE,BROKEN,,  
105192,,,,
105193,AFT BAFFLE,CRACKED,,#4 CYL   
105194,,,,
105195,INTAKE,LEAKING,,#4  
105196,ROCKER COVER,LEAKING,,#1  
105197,BAFFLE SCREW,LOOSE,,R/H AFT   
105198,,,,
105199,BAFFLE WIRE STANDOFF,BROKEN,,L/H ENG #4 CYL   
105200,,,,
105201,ROCKER COVER GASKET,LEAKING,,#4  L/H ENGINE
105202,INTAKE GASKET,LEAKING,,#4  L/H ENGINE
105203,BAFFLE SEAL,NEEDS,TO BE REPLACED ON L/H ENGINE,#1 CYLINDER   
105204,COWL SEAL,MISSING,/LOOSE ON LOWER R/H ENGINE,  
105205,INTAKE GASKET,LEAKING,,#2  
105206,CARB HEAT BOX ARM,LOOSE,,R/H ENGINE   
105207,CARB INLET GASKET,LEAKING,BOTH ENGINES,  
105208,CARB INLET GASKET,LEAKING,BOTH ENGINES,  
105209,INTAKE GASKET,LEAKING,,#2  
105210,,,,
105211,INTAKE GASKET,LEAKING,,#4  
105212,BAFFLE PLUG,LOOSE,PATCHES ARE NEEDED,  
105213,INTAKE,LEAKING,,#2  
105214,,,,
105215,INTAKE,LEAKING,,#3 & 4  
105216,,,,
105217,,,,
105218,INTAKE GASKET,LEAKING,,L/H ENG #2  
105219,INTAKE GASKET,LEAKING,,R/H ENG #4  
105220,ROCKER COVER GASKET,LEAKING,,R/H ENG #3  
105221,OIL,LEAK,ABOVE L/H MAG,  
105222,BOTH OIL COOLER,DIRTY,,  
105223,SNIFFLER VALVE,DIRTY,,  
105224,OIL,LEAK,ABOVE L/H MAG,  
105225,INTAKE,LEAKING,,#1 & 4  
105226,,,,
105227,,,,
105228,,,,
105229,BAFFLE PLUG,LOOSE,,  
105230,INTAKE,LEAKING,,#4  
105231,OIL COOLER,DIRTY,,  
105232,INTAKE,LEAKING,,#1 & 4  R/H ENGINE
105233,INTAKE,LEAKING,," #2, 3 & 4 L/H ENGINE"
105234,,,,
105235,INTAKE GASKET,LEAKING,,#2  
105236,BAFFLE SEAL ABOVE,LOOSE,, #3 CYL  
105237,STAND OFF,BROKEN,,L/H AFT   
105238,,,,
105239,ROCKER COVER,LEAKING,,#2 & 3  
105240,INTAKE,LEAKING,,#2  
105241,BAFFLE BRACKET,BROKEN,RIVETS,R/H AFT   
105242,ROCKER COVER,MISSING,SCREW,#3 CYLINDER   
105243,,,,
105244,,,,
105245,INTAKE,LEAKING,,#4  L/H ENG
105246,INTAKE GASKET,LEAKING,,R/H ENGINE #2 CYLINDER   
105247,,,,
105248,BACKBONE BOLT,LEAKS,A LITTLE OIL,R/H ENG   
105249,INTAKE,LEAKING,,"R/H ENGINE #1, 2  "
105250,ROCKER COVER,LEAKING,,R/H ENGINE #4  
105251,BACKBONE BOLT,LEAKS,A LITTLE OIL,R/H ENG   
105252,,COMPRESSION,LOW COMPRESSION,#3 CYLINDER   
105253,,COMPRESSION,LOW COMPRESSION,#3 CYLINDER   
105254,,COMPRESSION,LOW COMPRESSION,#3 CYLINDER   
105255,,,,
105256,INTAKE GASKET,LEAKS,,#4  
105257,INTAKE GASKET,LEAKING,,#4  
105258,AFTER STORAGE RUN,NEED,ED,  
105259,CYL,COMPRESSION,COMPRESSION LOW,#2  
105260,,,,
105261,CYL,COMPRESSION,COMPRESSION LOW,#2  
105262,,,,
105263,INTAKE TUBE GASKET,LEAKING,,L/H ENG #3 & 4  
105264,INTAKE TUBE GASKET,LEAKING,,R/H ENG #3  
105265,INTAKE GASKET,LEAKING,,#4  
105266,INTAKE,LEAKING,,R/H ENG #1  
105267,,,,
105268,VALVE,STICKING,,#2 CYL   
105269,VALVE,STICKING,,#2 CYL   
105270,VALVE,STICKING,,#2 CYL   
105271,,,,
105272,BAFFLE SEAL,LOOSE,,#2  
105273,BAFFLE PLUG,BROKEN,,  
105274,BAFFLE SEAL,NEEDS,TO BE SECURED, #1 CYL  
105275,INTAKE,LEAKING,,#3  
105276,FWD BAFFLE,CRACKED,UNDER THE ALTERNATOR,  
105277,BAFFLE MOUNT,LOOSE,,R/H REAR ENGINE   
105278,INTAKE,LEAKING,,#4  
105279,,,,
105280,BAFFLE SCREW,LOOSE,,R/H REAR ENGINE   
105281,INTAKE TUBE,LEAKING,,#2  
105282,,,,
105283,,,,
105284,BAFFLE SEAL,LOOSE,ABOVE #4 CYLINDER,R/H ENGINE   
105285,INTAKE GASKET,LEAKING,,"L/H ENG, CYL #2  "
105286,INTAKE,LEAKING,,#1 & 4  
105287,BLACK FWD LWR ENG SEAL,WORN,AT AIR INTAKE FILTER,  
105288,INTAKE,LEAKING,,R/H ENG #1  
105289,INTAKE GASKET,LEAKS,,#4  
105290,INTAKE TUBE GASKET,LEAKING,,#3  
105291,BAFFLE PLUG TAB,BROKEN,,#4 CYL   
105292,BOTH BAFFLE PLUG,DAMAGED,,  
105293,,,,
105294,,,,
105295,,,,
105296,AFT BAFFLE SEAL,LOOSE,,R/H ENG #4  
105297,SIDE BAFFLE SEAL,WORN,,R/H ENG #1  
105298,BAFFLE PLUG,WORN,,  
105299,,,,
105300,ROCKER COVER,LEAKING,,#3  
105301,BAFFLE PLUG,WORN,,  
105302,INTAKE,LEAKING,,#4  R/H ENG
105303,LOW,COMPRESSION,COMPRESSION (40/80) ON #3 CYLINDER. AIR LEAKING FROM EXH,  
105304,LOW,COMPRESSION,COMPRESSION (40/80) ON #3 CYLINDER. AIR LEAKING FROM EXH,  
105305,INTAKE GASKET,LEAKING,,#4  
105306,INTAKE,LEAKING,,#2 & 4  
105307,CYL,COMPRESSION,COMPRESSION LOW,L/H ENG #3  
105308,CYL,COMPRESSION,COMPRESSION LOW,L/H ENG #3  
105309,INTAKE,LEAKING,,#3  
105310,BOTH BAFFLE PLUG,DAMAGED,,  
105311,,,,
105312,LOW,COMPRESSION,COMPRESSION ON #3 CYLINDER,  
105313,BOTH BAFFLE PLUG,DAMAGED,,  
105314,,,,
105315,INTAKE TUBE INSERTS IN SUMP,LOOSE,,#3 & 4 CYLINDER   
105316,INTAKE TUBE INSERTS IN SUMP,LOOSE,,#3 & 4 CYLINDER   
105317,INTAKE TUBE INSERTS IN SUMP,LOOSE,,#3 & 4 CYLINDER   
105318,INTAKE GASKET,LEAKING,,L/H ENG #2 CYL   
105319,,,,
105320,,,,
105321,,,,
105322,,,,
105323,,,,
105324,ROCKER COVER GASKET,LEAKING,,#4  
105325,INTAKE GASKET,LEAKING,,#3  
105326,ROCKER COVER GASKET,LEAK,,ALL   
105327,SCREW,MISSING,ROCKER COVER,  #2
105328,,,,
105329,,,,
105330,,,,
105331,,,,
105332,,,,
105333,,,,
105334,,,,
105335,,,,
105336,,,,
105337,DATA PLATE RIVET,MISSING,,L/H ENGINE   
105338,,,,
105339,FWD LWR BLACK SEAL,WORN,SPOTS FORM INTAKE FILTER BRACKET,  
105340,INTAKE GASKET,LEAKING,,"#2, 3 & 4  "
105341,,,,
105342,,,,
105343,,,,
105344,,,,
105345,,,,
105346,,,,
105347,,,,
105348,INTAKE,LEAKING,,L/H #2  
105349,INTAKE,LEAKING,,R/H #2  
105350,INTAKE TUBE GASKET,LEAKING,,#3  
105351,BAFFLE BRACKET,MISSING,HARDWARE,#3  
105352,BOTH BAFFLE PLUG,DAMAGED,,  
105353,TOP CASE BOLT,LEAKING,,  
105354,BOTH BAFFLE PLUG,DAMAGED,,  
105355,INTAKE GASKET,LEAKS,,#2  
105356,INTAKE TUBE GASKET,LEAKING,,#3  
105357,BAFFLE,CRACKED,,#1 CYL   
105358,OIL COOLER,DIRTY,,  
105359,BAFFLE SEAL,LOOSE,FWD OF #1 CYL,  
105360,FIRE SEAL,LOOSE,BOTTOM COWL,R/H ENGINE   
105361,SILICONE,NEED,"ED ON TOP OF OIL COOLER, AGAINST COWL",  
105362,,,,
105363,COWLING SEAL,NEEDS,TO BE RESECURED (LOWER AFT),  
105364,GROUND POWER CK,NEED,"ED, L/H & R/H ENGINES",  
105365,LOWER FWD ENGINE COWL,NEEDS,DOUBLER ON GUIDE HOLE FOR TOP CO,  
105366,,,,
105367,BAFFLE TIE,BROKEN,,R/H   
105368,BOTH BAFFLE PLUG,DAMAGED,,  
105369,INTAKE,MISSING,OUTER NUT,#2  
105370,INTAKE,MISSING,OUTER NUT,#2  
105371,ROCKER GASKET,LEAKING,,#1 & 2  
105372,INTAKE GASKET,LEAKING,,#2 & 4  
105373,ROCKER COVER SEAL,LEAKS,,#2 CYL   
105374,ROCKER COVER SEAL,LEAKS,,#2 CYL   
105375,,,,
105376,INTAKE,LEAKING,,ALL 4  R/H ENGINE
105377,INTAKE,LEAKING,,"#2, 3, 4  L/H ENGINE"
105378,INTAKE GASKET,LEAKING,,#2  
105379,,,,
105380,INTAKE GASKET,LEAKING,,"L/H ENG CYL #3, 2 & 4  "
105381,INTAKE GASKET,LEAKING,,"R/H ENG CYL #2, 3 & 4  "
105382,INTAKE GASKET,LEAKING,,"R/H ENG CYL #2, 3 & 4  "
105383,,,,
105384,,,,
105385,INTAKE GASKET,LEAKING,,#2  
105386,,,,
105387,,,,
105388,ENG GROUNDIN STRAP BOLT,LOOSE,,  
105389,,,,
105390,SCREW,MISSING,FROM #3 ROCKER COVER,  
105391,INTAKE GASKET,LEAKING,,CYL #4  
105392,INTAKE,LEAKING,,#4  
105393,INTAKE GASKET,LEAKING,,#2  
105394,SCREW,MISSING,BAFFLING,  #3 CYL 
105395,BAFFLE SEAL,NEEDS,TO BE SECURED ON #1 CYL,  
105396,INTAKE GASKET,LEAKS,,#3  
105397,BAFFLE,CRACKED,,#1  
105398,OIL RETURN TUBE HOSE CLAMP,LOOSE,,#4  
105399,INTAKE GASKET,LEAKING,,R/H ENG CYL #3  
105400,BOTH BAFFLE PLUG,DAMAGED,,  
105401,INTAKE,LEAKING,,#3  
105402,,,,
105403,,,,
105404,BAFFLE SEAL,NEEDS,TO BE SECURED, #1 CYLINDER  
105405,ROCKER COVER GASKET,LEAKS,,#3  
105406,ROCKER COVER,LEAKING,,#2  
105407,INTAKE GASKET,LEAKING,,#2 & 4  
105408,,,,
105409,BOTTOM OF OIL COOLER,NEEDS,TO BE SEALED UP,L/H   
105410,INTAKE,LEAKING,," 2, 3 & 4 L/H ENGINE"
105411,INTAKE GASKET,LEAKING,,"R/H ENG CYL #1, 3, 4  "
105412,ROCKER COVER,LEAKING,,ALL 4  
105413,,,,
105414,,,,
105415,INTAKE GASKET,LEAKING,,"#1, 2, 4  "
105416,CRANKSHAFT SEAL,LEAKING,,  
105417,CRANKSHAFT SEAL,LEAKING,,  
105418,BAFFLE BRACKET,CRACKED,,#3  
105419,BAFFLE,CRACKED,AT LOWER O/B OIL COOLER BOLT,  
105420,ROCKER COVER GASKET,NEED,TO BE REPLACED,ALL 4  
105421,,,,
105422,,,,
105423,,,,
105424,INTAKE,LEAKING,,#2  
105425,ROCKER COVER,LEAKING,,#2  
105426,INTAKE,LEAKING,,#3  
105427,INTAKE,LEAKING,,#2 & 4  
105428,INTAKE GASKET,LEAKING,,#2  
105429,INTAKE,LEAKING,,#3  R/H ENGINE
105430,,,,
105431,ROCKER COVER GASKET,LEAKS,,#3  
105432,,,,
105433,,,,
105434,PROP RIVET,LOOSE,FWD SIDE OF ENGINE BAFFLE,  R/H 
105435,,,,
105436,GROUNDING STRAP ON ENGINE,LOOSE,BOLT,  
105437,,,,
105438,INTAKE GASKET,LEAKS,,#2  L/H ENGINE
105439,INTAKE,LEAKING,, #2 & 4 R/H ENGINE
105440,PHENOLIC SPACER,BROKEN,THROTTLE CONTROL QUADRANT,2  
105441,,,,
105442,,,,
105443,ROCKER COVER GASKET,LEAKS,,#1 CYL   
105444,INTAKE,LEAKING,,#2  L/H ENGINE
105445,SPARK PLUG,WORN,,ALL   
105446,,,,
105447,,,,
105448,,,,
105449,SIDE BAFFLE SEAL,LOOSE,,#2  
105450,INTAKE,LEAKING,,#1  
105451,INTAKE GASKET,LEAKS,,L/H ENG #4  
105452,ROCKER COVER GASKET,LEAKS,,L/H ENG #4  
105453,INTAKE GASKET,LEAKING,,"R/H ENG #2, 4  "
105454,INTAKE GASKET,LEAKING,,L/H ENGINE #3  
105455,INTAKE GASKET,LEAKING,,"R/H ENG #3, 4  "
105456,INTAKE GASKET,LEAKS,,#4  
105457,BAFFLE,CRACKED,BY #2 CYL ON R/H ENGINE,  
105458,INTAKE GASKET,LEAKING,,"#2, 3, 4  L/H ENGINE"
105459,,,,
105460,INTAKE GASKET,LEAKING,,#2  
105461,FAILED,COMPRESSION,COMPRESSION,#3 CYL   
105462,BOTH BAFFLE PLUG,DAMAGED,,  
105463,FAILED,COMPRESSION,COMPRESSION,#3 CYL   
105464,FAILED,COMPRESSION,COMPRESSION,#3 CYL   
105465,,,,
105466,ROCKER GASKET,LEAKING,,L/H ENGINE #4  
105467,INTAKE GASKET,LEAKING,,#3 CYL   L/H ENGINE
105468,,,,
105469,,,,
105470,,,,
105471,,,,
105472,BAFFLE PLUG,MISSING,,  
105473,CENTER COWLING INLET TUBE,NEEDS,REPLACEMENT,  
105474,ROCKER COVER GASKET,LEAKING,,#2  
105475,,,,
105476,,,,
105477,BOTH BAFFLE PLUG,DAMAGED,,  
105478,,,,
105479,INTAKE,LEAKING,,#2 CYL   
105480,INTAKE,LEAKING,,#1 & 3  
105481,BAFFLE MOUNTING SCREW,MISSING,,R/H REAR ENGINE   
105482,,,,
105483,,COMPRESSION,LOW COMPRESSION,#2 CYL   
105484,,COMPRESSION,LOW COMPRESSION,#2 CYL   
105485,,COMPRESSION,LOW COMPRESSION,#2 CYL   
105486,,COMPRESSION,LOW COMPRESSION,#2 CYL   
105487,ROCKER COVER,LEAKING,,#1  
105488,INTAKE GASKET,LEAKING,,#1 & 4  
105489,,,,
105490,ROCKER COVER,LEAKS,,#3  
105491,,COMPRESSION,LOW COMPRESSION (40/80),#3 CYL   
105492,,COMPRESSION,LOW COMPRESSION (40/80),#3 CYL   
105493,,COMPRESSION,LOW COMPRESSION (40/80),#3 CYL   
105494,,COMPRESSION,LOW COMPRESSION (40/80),#3 CYL   
105495,BOTH BAFFLE PLUG,DAMAGED,,  
105496,,,,
105497,,,,
105498,INTAKE GASKET,NEED,TO BE REPLACED,ALL   
105499,INTAKE GASKET,LEAK,,#1 & 2 CYL   
105500,BAFFLE SEAL ABOVE CYLINDER,LOOSE,, 1 & 4 
105501,BAFFLE PLUG,DAMAGED,,R/H ENGINE   
105502,IS,CRACKED,,R/H ENG CYL #3  
105503,IS,CRACKED,,R/H ENG CYL #3  
105504,INTAKE,LEAKING,,#3  
105505,INTAKE GASKET,LEAKS,,#2  
105506,,,,
105507,HARDWARE,MISSING,FROM #2 CYLINDER BAFFLE,  
105508,ROCKER COVER GASKET,LEAK,,"#2, 3  "
105509,,,,
105510,INTAKE GASKET,LEAKING,,#4  
105511,INTAKE TUBE GASKET,LEAKING,,ALL   
105512,,,,
105513,INTAKE,LEAKING,, 3 & 4 L/H ENGINE
105514,,,,
105515,INTAKE,LEAKING,,#2  L/H ENGINE
105516,INTAKE,LEAKING,,#2 R/H ENGINE  
105517,,,,
105518,INTAKE,LEAKING,,#3 R/H ENGINE  
105519,INTAKE,LEAKING,," 2, 3 & 4 L/H ENGINE"
105520,GROUNDING STRAP BOLT,LOOSE,ENGINE,  
105521,INTAKE GASKET,LEAKS,,#4  
105522,HARDWARE,MISSING,FROM AFT R/H BAFFLE,  
105523,BAFFLE PLUG,DAMAGED,,1  
105524,INTAKE TUBE GASKET,LEAKING,,L/H #2 & 4  
105525,LEFT AFT BAFFLE SEAL,LOOSE,,R/H ENGINE   
105526,,,,
105527,INTAKE GASKET,LEAKING,,R/H ENG #2  
105528,ROCKER COVER,LEAKING,,"1, 2, 4 CYLINDER   "
105529,HARDWARE,MISSING,FROM #3 BAFFLE,  
105530,ROCKER COVER,LEAKING,,#1 & 3  
105531,INTAKE,LEAKS,,L/H ENG #4  
105532,INTAKE GASKET,LEAKING,,L/H ENG #2 & 4  
105533,INTAKE GASKET,LEAKING,,R/H ENG #2 & 4  
105534,ENGINE,LEAKING,FROM LIFTING EYE,  
105535,BAFFLE,NEEDS,BARREL NUT,#2 CYL   
105536,ENGINE,LEAKING,FROM LIFTING EYE,  
105537,,,,
105538,,,,
105539,,,,
105540,AFT BAFFLE,MISSING,SCREW,#4  
105541,INTAKE,LEAKING,,#2  
105542,,,,
105543,SIDE BAFFLE TAB RIVET,LOOSE,,#3  
105544,,,,
105545,,,,
105546,,,,
105547,,,,
105548,,,,
105549,,,,
105550,,,,
105551,,,,
105552,SCREW,MISSING,BAFFLING,  #3 CYL 
105553,,,,
105554,,,,
105555,,,,
105556,,,,
105557,INTAKE,LEAKING,,"L/H ENG #3, 4 CYL   "
105558,FWD BAFFLE SEAL,LOOSE,,R/H   
105559,INTAKE,LEAKING,,#2 & 4  R/H ENGINE
105560,,,,
105561,FWD ENGINE BAFFLE,WORN,& CRACKED,L/H   
105562,,,,
105563,,,,
105564,BOTH BOLT,LOOSE,FOR GROUNDING STRAP FOR ENG,  
105565,INTAKE GASKET,LEAKING,,#3  
105566,INTAKE GASKET,LEAKING,,"#1, 2, 3 & 4  "
105567,INTAKE GASKET,LEAKING,,#2  
105568,INTAKE,LEAKING,, #2 & 4 L/H ENGINE
105569,INTAKE,LEAKING,, #3 R/H ENGINE
105570,INTAKE GASKET,LEAKING,,R/H ENG #3 & 4  
105571,INTAKE GASKET,LEAKING,,L/H ENG CYL #2 & 4  
105572,INTAKE GASKET,LEAKING,,"#1, 3  "
105573,ROCKER COVER SCREW,MISSING,,  #3 CYL
105574,,,,
105575,INTAKE GASKET,LEAKING,,R/H ENG #4  
105576,INTAKE,LEAKING,,#2 & 3  L/H ENGINE
105577,INTAKE,LEAKING,,#3 & 4  R/H ENGINE
