id,part,problem,rest,cylinders,engine
105136,ENGINE BAFFLE SEAL,LOOSE,BY #1 CYLINDER,,
105137,,,,,
105138,,,,,
105139,,LEAKING,,,
105140,,LEAKING,,,
105141,INTAKE GASKET,LEAKING,,4,
105142,,,,,
105143,AFT BAFFLE,CRACKED,,3,
105144,FWD ENGINE BAFFLE,CRACKED,,,R/H
105145,,CRACKED,,1,R/H
105146,INTAKE GASKET,LEAKING,,2 1,R/H
105147,,COMPRESSION,COMPRESSION LOW,2,L/H
105148,,COMPRESSION,COMPRESSION LOW,2,L/H
105149,,LOOSE,,,
105150,BAFFLING,CRACKED,,1,
105151,INTAKE TUBE GASKET,LEAKING,,2,
105152,ROCKER BOX COVER GASKET,LEAKING,,3,
105153,BAFFLE MOUNT RIVET,BROKEN,,,R/H REAR
105154,INTAKE,LEAKING,,2,
105155,ROCKER COVER SCREW,MISSING,,,
105156,INTAKE,LEAKING,,2,
105157,ROCKER COVER GASKET,LEAKS,,4,L/H
105158,,,,,
105159,INTAKE,LEAKING,,4,
105160,,,,,
105161,,,,,
105162,FWD BAFFLE,CRACKED,,,L/H
105163,FWD BAFFLE,CRACKED,,,L/H
105164,FWD BAFFLE,CRACKED,,,L/H
105165,FWD BAFFLE SEAL,MISSING,FROM MUFFLER INTAKE ON BAFFLE,,
105166,BAFFLE,SHEARED,RIVET,,R/H REAR
105167,ROCKER COVER,LEAKING,,4 3 1,
105168,AFT BAFFLE,CRACKED,NEAR OIL COOLER,,R/H
105169,,,,,
105170,INTAKE GASKET,LEAKING,,3,R/H
105171,,BROKEN,,1,
105172,INTAKE GASKET,LEAKING,,3,
105173,,,,,
105174,,,,,
105175,,,,,
105176,,,,,
105177,INTAKE,LEAKING,,4 3 2,
105178,ROCKER COVER GASKET,LEAKS,,1,
105179,,LOOSE,,,R/H REAR
105180,INTAKE,LEAKING,,3,
105181,SNIFFLER VALVE,DIRTY,,,
105182,,DIRTY,,,
105183,,,,,
105184,BOTH BAFFLE PLUG,BROKEN,,,
105185,,LOOSE,,1,
105186,INTAKE,LEAKING,,2 1,
105187,INTAKE GASKET,LEAKING,,3 2,L/H
105188,INTAKE,LEAKING,,2,
105189,INTAKE,LEAKING,,4 2,
105190,INTAKE TUBE GASKET,LEAKING,,3,R/H
105191,,BROKEN,,,
105192,,,,,
105193,AFT BAFFLE,CRACKED,,4,
105194,,,,,
105195,INTAKE,LEAKING,,4,
105196,ROCKER COVER,LEAKING,,1,
105197,BAFFLE SCREW,LOOSE,,,R/H AFT
105198,,,,,
105199,,BROKEN,,4,L/H
105200,,,,,
105201,ROCKER COVER GASKET,LEAKING,,4,L/H
105202,INTAKE GASKET,LEAKING,,4,L/H
105203,BAFFLE SEAL,NEEDS,TO BE REPLACED ON L/H ENGINE,1,
105204,COWL SEAL,MISSING,/LOOSE ON LOWER R/H ENGINE,,
105205,INTAKE GASKET,LEAKING,,2,
105206,,LOOSE,,,R/H
105207,CARB INLET GASKET,LEAKING,BOTH ENGINES,,
105208,CARB INLET GASKET,LEAKING,BOTH ENGINES,,
105209,INTAKE GASKET,LEAKING,,2,
105210,,,,,
105211,INTAKE GASKET,LEAKING,,4,
105212,BAFFLE PLUG,LOOSE,PATCHES ARE NEEDED,,
105213,INTAKE,LEAKING,,2,
105214,,,,,
105215,INTAKE,LEAKING,,4 3,
105216,,,,,
105217,,,,,
105218,INTAKE GASKET,LEAKING,,2,L/H
105219,INTAKE GASKET,LEAKING,,4,R/H
105220,ROCKER COVER GASKET,LEAKING,,3,R/H
105221,OIL,LEAK,ABOVE L/H MAG,,
105222,BOTH OIL COOLER,DIRTY,,,
105223,SNIFFLER VALVE,DIRTY,,,
105224,OIL,LEAK,ABOVE L/H MAG,,
105225,INTAKE,LEAKING,,4 1,
105226,,,,,
105227,,,,,
105228,,,,,
105229,BAFFLE PLUG,LOOSE,,,
105230,INTAKE,LEAKING,,4,
105231,OIL COOLER,DIRTY,,,
105232,INTAKE,LEAKING,,4 1,R/H
105233,INTAKE,LEAKING,,4 3 2,L/H
105234,,,,,
105235,INTAKE GASKET,LEAKING,,2,
105236,,LOOSE,,3,
105237,,BROKEN,,,L/H AFT
105238,,,,,
105239,ROCKER COVER,LEAKING,,3 2,
105240,INTAKE,LEAKING,,2,
105241,BAFFLE BRACKET,BROKEN,RIVETS,,R/H AFT
105242,ROCKER COVER,MISSING,SCREW,3,
105243,,,,,
105244,,,,,
105245,INTAKE,LEAKING,,4,L/H
105246,INTAKE GASKET,LEAKING,,2,R/H
105247,,,,,
105248,BACKBONE BOLT,LEAKS,A LITTLE OIL,,R/H
105249,INTAKE,LEAKING,,2 1,R/H
105250,ROCKER COVER,LEAKING,,4,R/H
105251,BACKBONE BOLT,LEAKS,A LITTLE OIL,,R/H
105252,,COMPRESSION,LOW COMPRESSION,3,
105253,,COMPRESSION,LOW COMPRESSION,3,
105254,,COMPRESSION,LOW COMPRESSION,3,
105255,,,,,
105256,INTAKE GASKET,LEAKS,,4,
105257,INTAKE GASKET,LEAKING,,4,
105258,,NEED,ED,,
105259,CYL,COMPRESSION,COMPRESSION LOW,2,
105260,,,,,
105261,CYL,COMPRESSION,COMPRESSION LOW,2,
105262,,,,,
105263,INTAKE TUBE GASKET,LEAKING,,4 3,L/H
105264,INTAKE TUBE GASKET,LEAKING,,3,R/H
105265,INTAKE GASKET,LEAKING,,4,
105266,INTAKE,LEAKING,,1,R/H
105267,,,,,
105268,VALVE,STICKING,,2,
105269,VALVE,STICKING,,2,
105270,VALVE,STICKING,,2,
105271,,,,,
105272,BAFFLE SEAL,LOOSE,,2,
105273,BAFFLE PLUG,BROKEN,,,
105274,BAFFLE SEAL,NEEDS,TO BE SECURED,1,
105275,INTAKE,LEAKING,,3,
105276,FWD BAFFLE,CRACKED,UNDER THE ALTERNATOR,,
105277,,LOOSE,,,R/H REAR
105278,INTAKE,LEAKING,,4,
105279,,,,,
105280,BAFFLE SCREW,LOOSE,,,R/H REAR
105281,INTAKE TUBE,LEAKING,,2,
105282,,,,,
105283,,,,,
105284,BAFFLE SEAL,LOOSE,ABOVE #4 CYLINDER,,R/H
105285,INTAKE GASKET,LEAKING,,2,L/H
105286,INTAKE,LEAKING,,4 1,
105287,BLACK FWD LWR ENG SEAL,WORN,AT AIR INTAKE FILTER,,
105288,INTAKE,LEAKING,,1,R/H
105289,INTAKE GASKET,LEAKS,,4,
105290,INTAKE TUBE GASKET,LEAKING,,3,
105291,,BROKEN,,4,
105292,BOTH BAFFLE PLUG,DAMAGED,,,
105293,,,,,
105294,,,,,
105295,,,,,
105296,AFT BAFFLE SEAL,LOOSE,,4,R/H
105297,SIDE BAFFLE SEAL,WORN,,1,R/H
105298,BAFFLE PLUG,WORN,,,
105299,,,,,
105300,ROCKER COVER,LEAKING,,3,
105301,BAFFLE PLUG,WORN,,,
105302,INTAKE,LEAKING,,4,R/H
105303,,COMPRESSION,COMPRESSION (40/80) ON #3 CYLINDER. AIR LEAKING FROM EXH,,
105304,,COMPRESSION,COMPRESSION (40/80) ON #3 CYLINDER. AIR LEAKING FROM EXH,,
105305,INTAKE GASKET,LEAKING,,4,
105306,INTAKE,LEAKING,,4 2,
105307,CYL,COMPRESSION,COMPRESSION LOW,3,L/H
105308,CYL,COMPRESSION,COMPRESSION LOW,3,L/H
105309,INTAKE,LEAKING,,3,
105310,BOTH BAFFLE PLUG,DAMAGED,,,
105311,,,,,
105312,,COMPRESSION,COMPRESSION ON #3 CYLINDER,,
105313,BOTH BAFFLE PLUG,DAMAGED,,,
105314,,,,,
105315,,LOOSE,,4 3,
105316,,LOOSE,,4 3,
105317,,LOOSE,,4 3,
105318,INTAKE GASKET,LEAKING,,2,L/H
105319,,,,,
105320,,,,,
105321,,,,,
105322,,,,,
105323,,,,,
105324,ROCKER COVER GASKET,LEAKING,,4,
105325,INTAKE GASKET,LEAKING,,3,
105326,ROCKER COVER GASKET,LEAK,,4 3 2 1,
105327,SCREW,MISSING,ROCKER COVER,2,
105328,,,,,
105329,,,,,
105330,,,,,
105331,,,,,
105332,,,,,
105333,,,,,
105334,,,,,
105335,,,,,
105336,,,,,
105337,DATA PLATE RIVET,MISSING,,,L/H
105338,,,,,
105339,FWD LWR BLACK SEAL,WORN,SPOTS FORM INTAKE FILTER BRACKET,,
105340,INTAKE GASKET,LEAKING,,4 3 2,
105341,,,,,
105342,,,,,
105343,,,,,
105344,,,,,
105345,,,,,
105346,,,,,
105347,,,,,
105348,INTAKE,LEAKING,,2,L/H
105349,INTAKE,LEAKING,,2,R/H
105350,INTAKE TUBE GASKET,LEAKING,,3,
105351,BAFFLE BRACKET,MISSING,HARDWARE,3,
105352,BOTH BAFFLE PLUG,DAMAGED,,,
105353,TOP CASE BOLT,LEAKING,,,
105354,BOTH BAFFLE PLUG,DAMAGED,,,
105355,INTAKE GASKET,LEAKS,,2,
105356,INTAKE TUBE GASKET,LEAKING,,3,
105357,BAFFLE,CRACKED,,1,
105358,OIL COOLER,DIRTY,,,
105359,BAFFLE SEAL,LOOSE,FWD OF #1 CYL,,
105360,FIRE SEAL,LOOSE,BOTTOM COWL,,R/H
105361,,NEED,"ED ON TOP OF OIL COOLER, AGAINST COWL",,
105362,,,,,
105363,COWLING SEAL,NEEDS,TO BE RESECURED (LOWER AFT),,
105364,,NEED,"ED, L/H & R/H ENGINES",,
105365,,NEEDS,DOUBLER ON GUIDE HOLE FOR TOP CO,,
105366,,,,,
105367,,BROKEN,,,R/H
105368,BOTH BAFFLE PLUG,DAMAGED,,,
105369,INTAKE,MISSING,OUTER NUT,2,
105370,INTAKE,MISSING,OUTER NUT,2,
105371,ROCKER GASKET,LEAKING,,2 1,
105372,INTAKE GASKET,LEAKING,,4 2,
105373,ROCKER COVER SEAL,LEAKS,,2,
105374,ROCKER COVER SEAL,LEAKS,,2,
105375,,,,,
105376,INTAKE,LEAKING,,4 3 2 1,R/H
105377,INTAKE,LEAKING,,4 3 2,L/H
105378,INTAKE GASKET,LEAKING,,2,
105379,,,,,
105380,INTAKE GASKET,LEAKING,,4 3 2,L/H
105381,INTAKE GASKET,LEAKING,,4 3 2,R/H
105382,INTAKE GASKET,LEAKING,,4 3 2,R/H
105383,,,,,
105384,,,,,
105385,INTAKE GASKET,LEAKING,,2,
105386,,,,,
105387,,,,,
105388,ENG GROUNDIN STRAP BOLT,LOOSE,,,
105389,,,,,
105390,SCREW,MISSING,FROM #3 ROCKER COVER,,
105391,INTAKE GASKET,LEAKING,,4,
105392,INTAKE,LEAKING,,4,
105393,INTAKE GASKET,LEAKING,,2,
105394,SCREW,MISSING,BAFFLING,3,
105395,BAFFLE SEAL,NEEDS,TO BE SECURED ON #1 CYL,,
105396,INTAKE GASKET,LEAKS,,3,
105397,BAFFLE,CRACKED,,1,
105398,OIL RETURN TUBE HOSE CLAMP,LOOSE,,4,
105399,INTAKE GASKET,LEAKING,,3,R/H
105400,BOTH BAFFLE PLUG,DAMAGED,,,
105401,INTAKE,LEAKING,,3,
105402,,,,,
105403,,,,,
105404,BAFFLE SEAL,NEEDS,TO BE SECURED,1,
105405,ROCKER COVER GASKET,LEAKS,,3,
105406,ROCKER COVER,LEAKING,,2,
105407,INTAKE GASKET,LEAKING,,4 2,
105408,,,,,
105409,BOTTOM OF OIL COOLER,NEEDS,TO BE SEALED UP,,L/H
105410,INTAKE,LEAKING,,4 3 2,L/H
105411,INTAKE GASKET,LEAKING,,4 3 1,R/H
105412,ROCKER COVER,LEAKING,,4 3 2 1,
105413,,,,,
105414,,,,,
105415,INTAKE GASKET,LEAKING,,4 2 1,
105416,CRANKSHAFT SEAL,LEAKING,,,
105417,CRANKSHAFT SEAL,LEAKING,,,
105418,BAFFLE BRACKET,CRACKED,,3,
105419,BAFFLE,CRACKED,AT LOWER O/B OIL COOLER BOLT,,
105420,ROCKER COVER GASKET,NEED,TO BE REPLACED,4 3 2 1,
105421,,,,,
105422,,,,,
105423,,,,,
105424,INTAKE,LEAKING,,2,
105425,ROCKER COVER,LEAKING,,2,
105426,INTAKE,LEAKING,,3,
105427,INTAKE,LEAKING,,4 2,
105428,INTAKE GASKET,LEAKING,,2,
105429,INTAKE,LEAKING,,3,R/H
105430,,,,,
105431,ROCKER COVER GASKET,LEAKS,,3,
105432,,,,,
105433,,,,,
105434,PROP RIVET,LOOSE,FWD SIDE OF ENGINE BAFFLE,,R/H
105435,,,,,
105436,GROUNDING STRAP ON ENGINE,LOOSE,BOLT,,
105437,,,,,
105438,INTAKE GASKET,LEAKS,,2,L/H
105439,INTAKE,LEAKING,,4 2,R/H
105440,PHENOLIC SPACER,BROKEN,THROTTLE CONTROL QUADRANT,2,
105441,,,,,
105442,,,,,
105443,ROCKER COVER GASKET,LEAKS,,1,
105444,INTAKE,LEAKING,,2,L/H
105445,SPARK PLUG,WORN,,4 3 2 1,
105446,,,,,
105447,,,,,
105448,,,,,
105449,SIDE BAFFLE SEAL,LOOSE,,2,
105450,INTAKE,LEAKING,,1,
105451,INTAKE GASKET,LEAKS,,4,L/H
105452,ROCKER COVER GASKET,LEAKS,,4,L/H
105453,INTAKE GASKET,LEAKING,,4 2,R/H
105454,INTAKE GASKET,LEAKING,,3,L/H
105455,INTAKE GASKET,LEAKING,,4 3,R/H
105456,INTAKE GASKET,LEAKS,,4,
105457,BAFFLE,CRACKED,BY #2 CYL ON R/H ENGINE,,
105458,INTAKE GASKET,LEAKING,,4 3 2,L/H
105459,,,,,
105460,INTAKE GASKET,LEAKING,,2,
105461,,COMPRESSION,COMPRESSION,3,
105462,BOTH BAFFLE PLUG,DAMAGED,,,
105463,,COMPRESSION,COMPRESSION,3,
105464,,COMPRESSION,COMPRESSION,3,
105465,,,,,
105466,ROCKER GASKET,LEAKING,,4,L/H
105467,INTAKE GASKET,LEAKING,,3,L/H
105468,,,,,
105469,,,,,
105470,,,,,
105471,,,,,
105472,BAFFLE PLUG,MISSING,,,
105473,CENTER COWLING INLET TUBE,NEEDS,REPLACEMENT,,
105474,ROCKER COVER GASKET,LEAKING,,2,
105475,,,,,
105476,,,,,
105477,BOTH BAFFLE PLUG,DAMAGED,,,
105478,,,,,
105479,INTAKE,LEAKING,,2,
105480,INTAKE,LEAKING,,3 1,
105481,BAFFLE MOUNTING SCREW,MISSING,,,R/H REAR
105482,,,,,
105483,,COMPRESSION,LOW COMPRESSION,2,
105484,,COMPRESSION,LOW COMPRESSION,2,
105485,,COMPRESSION,LOW COMPRESSION,2,
105486,,COMPRESSION,LOW COMPRESSION,2,
105487,ROCKER COVER,LEAKING,,1,
105488,INTAKE GASKET,LEAKING,,4 1,
105489,,,,,
105490,ROCKER COVER,LEAKS,,3,
105491,,COMPRESSION,LOW COMPRESSION (40/80),3,
105492,,COMPRESSION,LOW COMPRESSION (40/80),3,
105493,,COMPRESSION,LOW COMPRESSION (40/80),3,
105494,,COMPRESSION,LOW COMPRESSION (40/80),3,
105495,BOTH BAFFLE PLUG,DAMAGED,,,
105496,,,,,
105497,,,,,
105498,INTAKE GASKET,NEED,TO BE REPLACED,4 3 2 1,
105499,INTAKE GASKET,LEAK,,2 1,
105500,,LOOSE,,4 1,
105501,BAFFLE PLUG,DAMAGED,,,R/H
105502,,CRACKED,,3,R/H
105503,,CRACKED,,3,R/H
105504,INTAKE,LEAKING,,3,
105505,INTAKE GASKET,LEAKS,,2,
105506,,,,,
105507,,MISSING,FROM #2 CYLINDER BAFFLE,,
105508,ROCKER COVER GASKET,LEAK,,3 2,
105509,,,,,
105510,INTAKE GASKET,LEAKING,,4,
105511,INTAKE TUBE GASKET,LEAKING,,4 3 2 1,
105512,,,,,
105513,INTAKE,LEAKING,,4 3,L/H
105514,,,,,
105515,INTAKE,LEAKING,,2,L/H
105516,INTAKE,LEAKING,,2,R/H
105517,,,,,
105518,INTAKE,LEAKING,,3,R/H
105519,INTAKE,LEAKING,,4 3 2,L/H
105520,GROUNDING STRAP BOLT,LOOSE,ENGINE,,
105521,INTAKE GASKET,LEAKS,,4,
105522,,MISSING,FROM AFT R/H BAFFLE,,
105523,BAFFLE PLUG,DAMAGED,,1,
105524,INTAKE TUBE GASKET,LEAKING,,4 2,L/H
105525,LEFT AFT BAFFLE SEAL,LOOSE,,,R/H
105526,,,,,
105527,INTAKE GASKET,LEAKING,,2,R/H
105528,ROCKER COVER,LEAKING,,4 2 1,
105529,,MISSING,FROM #3 BAFFLE,,
105530,ROCKER COVER,LEAKING,,3 1,
105531,INTAKE,LEAKS,,4,L/H
105532,INTAKE GASKET,LEAKING,,4 2,L/H
105533,INTAKE GASKET,LEAKING,,4 2,R/H
105534,ENGINE,LEAKING,FROM LIFTING EYE,,
105535,BAFFLE,NEEDS,BARREL NUT,2,
105536,ENGINE,LEAKING,FROM LIFTING EYE,,
105537,,,,,
105538,,,,,
105539,,,,,
105540,AFT BAFFLE,MISSING,SCREW,4,
105541,INTAKE,LEAKING,,2,
105542,,,,,
105543,SIDE BAFFLE TAB RIVET,LOOSE,,3,
105544,,,,,
105545,,,,,
105546,,,,,
105547,,,,,
105548,,,,,
105549,,,,,
105550,,,,,
105551,,,,,
105552,SCREW,MISSING,BAFFLING,3,
105553,,,,,
105554,,,,,
105555,,,,,
105556,,,,,
105557,INTAKE,LEAKING,,4 3,L/H
105558,FWD BAFFLE SEAL,LOOSE,,,R/H
105559,INTAKE,LEAKING,,4 2,R/H
105560,,,,,
105561,FWD ENGINE BAFFLE,WORN,& CRACKED,,L/H
105562,,,,,
105563,,,,,
105564,BOTH BOLT,LOOSE,FOR GROUNDING STRAP FOR ENG,,
105565,INTAKE GASKET,LEAKING,,3,
105566,INTAKE GASKET,LEAKING,,4 3 2 1,
105567,INTAKE GASKET,LEAKING,,2,
105568,INTAKE,LEAKING,,4 2,L/H
105569,INTAKE,LEAKING,,3,R/H
105570,INTAKE GASKET,LEAKING,,4 3,R/H
105571,INTAKE GASKET,LEAKING,,4 2,L/H
105572,INTAKE GASKET,LEAKING,,3 1,
105573,ROCKER COVER SCREW,MISSING,,3,
105574,,,,,
105575,INTAKE GASKET,LEAKING,,4,R/H
105576,INTAKE,LEAKING,,3 2,L/H
105577,INTAKE,LEAKING,,4 3,R/H
105578,,,,,
105579,,,,,
105580,,,,,
105581,ROCKER COVER GASKET,LEAKING,,2,
105582,,,,,
105583,,,,,
105584,SCREW,MISSING,ROCKER COVER,2,
105585,AFT BAFFLE SEAL,LOOSE,,4,L/H
105586,,LEAK,ALONG BACK BONE,,R/H
105587,INTAKE BOLT,BROKE,OFF,4,L/H
105588,INTAKE GASKET,LEAKING,,4,L/H
105589,INTAKE BOLT,BROKE,OFF,4,L/H
105590,,,,,
105591,,,,,
105592,,,,,
105593,,,,,
105594,INTAKE,LEAK,,2,L/H
105595,INTAKE,LEAK,,3,R/H
105596,OIL,LEAK,"AT R/H ENGINE BACK BONE, AFT BOLT",,
105597,BAFFLE SPRING,BROKEN,,,R/H
105598,,COMPRESSION,LOW COMPRESSION,4,
105599,,COMPRESSION,LOW COMPRESSION,4,
105600,,COMPRESSION,LOW COMPRESSION,4,
105601,,COMPRESSION,LOW COMPRESSION,4,
105602,,COMPRESSION,LOW COMPRESSION,4,
105603,,,,,
105604,BAFFLE SCREW BEHIND DIPSTICK TUBE,LOOSE,,,
105605,CLAMP,BROKEN,BATTERY MOUNT,,
105606,,LOOSE,,,
105607,BAFFLE SCREW,MISSING,,4,R/H
105608,,,,,
105609,AFT BAFFLE,MISSING,MOUNT BOLT,3,
105610,INTAKE,LEAKING,,4 3,
105611,INTAKE,LEAKING,,4 2,R/H
105612,INTAKE GASKET,LEAKING,,4 3 2,L/H
105613,INTAKE GASKET,LEAKING,,4,
105614,INTAKE,LEAKING,,3,R/H
105615,INTAKE GASKET,LEAKING,,4 1,
105616,,LOOSE,,,R/H
105617,,,,,
105618,,,,,
105619,,,,,
105620,,LEAK,FROM DRAIN,,
105621,ROCKER COVER,LEAKING,,2 1,
105622,,,,,
105623,,NEED,TO BE REMOVED FROM ENGINE MOUNTS,,
105624,,NEED,ED ON #2 BAFFLE,,
105625,,,,,
105626,INTAKE,LEAKING,,4,
105627,BAFFLE SEAL,LOOSE,FWD OF #1 CYLINDER,,
105628,FWD BAFFLING,CRACKED,,,R/H
105629,,,,,
105630,,,,,
105631,INTAKE GASKET,LEAKING,,3 1,
105632,INTAKE,LEAKING,,4 1,
105633,,,,,
105634,,,,,
105635,,,,,
105636,,BAD,COMPRESSION,3,
105637,,BAD,COMPRESSION,3,
105638,,BAD,COMPRESSION,3,
105639,,BAD,COMPRESSION,3,
105640,,,,,
105641,,,,,
105642,INTAKE,LEAKING,,4,L/H
105643,INTAKE,LEAKING,,4 2,
105644,INTAKE GASKET,LEAKING,,4,
105645,,LEAKING,,,
105646,INTAKE,LEAKING,,4 3,
105647,INTAKE,LEAKING,,4 3,
105648,BOTH ENG BAFFLE PLUG,WORN,,,
105649,,COMPRESSION,LOW COMPRESSION,4,
105650,INTAKE,LEAKING,,4,
105651,,,,,
105652,INTAKE,LEAKING,,4,
105653,INTAKE GASKET,LEAKING,,3 1,
105654,,,,,
105655,,,,,
105656,,NEED,"ED ON BULKHEAD BEHIND FUEL NOZZLES, L/H ENG &",,
105657,FWD ENGINE BAFFLE,LOOSE,,,L/H
105658,,,,,
105659,,,,,
105660,,,,,
105661,INTAKE GASKET,LEAKING,,2,
105662,INTAKE TUBE,LEAKING,(R/H ENGINE),4,
105663,,,,,
105664,,,,,
105665,,,,,
105666,,,,,
105667,,,,,
105668,,,,,
105669,,,,,
105670,,,,,
105671,,,,,
105672,,,,,
105673,,,,,
105674,,,,,
105675,,,,,
105676,,,,,
105677,,,,,
105678,OIL,LEAK,AT L/H ENGINE HOISTING LOOP,,
105679,OIL,LEAK,AT L/H ENGINE HOISTING LOOP,,
105680,INTAKE,LEAKING,,3 2 1,R/H
105681,INTAKE GASKET,LEAKING,ENIGNE,4 3 2,L/H
105682,ROCKER GASKET,LEAKING,,2 1,L/H
105683,,,,,
105684,INTAKE GASKET,LEAKING,,4 2,L/H
105685,,,,,
105686,,,,,
105687,INTAKE,LEAKING,,3,L/H
105688,INTAKE TUBE GASKET,LEAKING,,4 3 2,R/H
105689,,,,,
105690,,,,,
105691,,,,,
105692,,,,,
105693,,,,,
105694,INTAKE,LEAKING,,3 2 1,
105695,INTAKE,LEAKING,,1,
105696,,CRACKED,,1,R/H
105697,ROCKER COVER,LEAKING,,1,L/H
105698,INTAKE,LEAKING,,4 2,L/H
105699,INTAKE GASKET,LEAKING,,4 3 2,R/H
105700,,CRACKED,,1,R/H
105701,INTAKE GASKET,LEAKING,,2,
105702,,LEAK,BACK BONE,,R/H
105703,LEFT ENGINE INTAKE,LEAKING,,4 2,
105704,,LEAK,BACK BONE,,R/H
105705,INTAKE,LEAKS,& #3 INTAKE ON L/H ENGINE,4,R/H
105706,INTAKE,LEAKS,& #3 INTAKE ON L/H ENGINE,4,R/H
105707,,,,,
105708,,,,,
105709,INTAKE,LEAKING,,4,L/H
105710,INTAKE,LEAKING,,4,R/H
105711,INTAKE GASKET,LEAKING,,3,R/H
105712,INTAKE GASKET,LEAKING,,4 2,L/H
105713,,,,,
105714,,LEAKING,OUT OF #4 INTAKE TUBE,,
105715,,NEED,ADEL CLAMPS REPLACED,,
105716,PILOT REPORTED INTAKE,LEAK,,,
105717,INTAKE,LEAKING,,4 2,
105718,,,,,
105719,,,,,
105720,,,,,
105721,,,,,
105722,,,,,
105723,,,,,
105724,,NEED,CLEANING,,
105725,,,,,
105726,,,,,
105727,INTAKE GASKET,LEAKING,,1,
105728,INTAKE,LEAKING,,3 2,
105729,,,,,
105730,,,,,
105731,,,,,
105732,LWR INTAKE TUBE,LEAKS,,3,
105733,INTAKE GASKET,LEAKING,,4 3,
105734,,,,,
105735,EXHAUST PUSH ROD SEAL,LEAKING,,3,
105736,INTAKE,LEAKING,,4 1,
105737,,CRACKED,,1,
105738,INTAKE TUBE GASKET,LEAKING,,2,
105739,,CRACKED,,1,
105740,SIDE BAFFLE,CRACKED,,1,
105741,,COMPRESSION,LOW COMPRESSION,4,
105742,,COMPRESSION,LOW COMPRESSION,4,
105743,,COMPRESSION,LOW COMPRESSION,4,
105744,TIE ROD,LOOSE,AND AFT BAFFLE IS CONTACTING OIL,3 1,
105745,INTAKE,LEAKING,,2,
105746,INTAKE,LEAKING,,2 1,
105747,,COMPRESSION,LOW COMPRESSION,3,
105748,,COMPRESSION,LOW COMPRESSION,3,
105749,,COMPRESSION,LOW COMPRESSION,3,
105750,INTAKE,LEAKING,,3,
105751,INTAKE GASKET,LEAKING,,3,
105752,SCREW,MISSING,IN #3 SIDE BAFFLE,,
105753,INTAKE,LEAKING,,2,
105754,BAFFLE BRACKET,SHEARED,RIVET,,R/H AFT
105755,INTAKE GASKET,BROKEN,& LEAKING,1,
105756,ROCKER COVER,MISSING,SCREW EACH,4 2 1,
105757,,,,,
105758,,,,,
105759,INTAKE,LEAKING,,3,L/H
105760,INTAKE,LEAKING,,4,R/H
105761,,BROKEN,,,R/H
105762,,,,,
105763,,,,,
105764,INTAKE,LEAKING,,4 3 2 1,R/H
105765,INTAKE,LEAKING,,3 2,L/H
105766,,MISSING,LOCK WASHER,,L/H
105767,,,,,
105768,INTAKE,LEAKING,,4,
105769,,,,,
105770,,,,,
105771,ROCKER COVER,LEAKING,,2,
105772,INTAKE GASKET,LEAKING,,2,
105773,,DAMAGED,,,
105774,INTAKE,LEAKING,,1,
105775,INTAKE,LEAKING,,4,L/H
105776,INTAKE,LEAKING,,4 3,R/H
105777,,,,,
105778,,,,,
105779,,,,,
105780,BAFFLE PLUG,WORN,,,
105781,INTAKE,LEAKING,,2 1,
105782,,,,,
105783,INTAKE GASKET,LEAKING,,2,
105784,,BROKEN,,,
105785,INTAKE GASKET,LEAKING,,4,L/H
105786,INTAKE GASKET,LEAKING,,4,R/H
105787,ROCKER COVER GASKET,LEAKING,,3,L/H
105788,INTAKE,LEAKS,,4,R/H
105789,,CRACKED,"0* BRACKET FWD OIL COOLER, NEEDS STOP D",9,R/H
105790,,,,,
105791,,,,,
105792,,,,,
105793,,CRACKED,0* BRACKET BY (FWD OF) OIL COOLER - PAS,9,L/H
105794,INTAKE GASKET,LEAKING,,4 3,
105795,BAFFLE PLUG,NEED,TO BE REPLACED,,
105796,,,,,
105797,RIVET,LOOSE,BAFFLE,,L/H
105798,,LEAKING,,4 2,
105799,,,,,
105800,INTAKE TUBE GASKET,LEAKING,,4,
105801,CYL,NEEDS,NEW GASKET ON ROCKER BOX,2,
105802,,,,,
105803,,,,,
105804,,,,,
105805,,,,,
105806,INTAKE GASKET,LEAKING,,4,
105807,,,,,
105808,,COMPRESSION,COMPRESSION (48/80),3,
105809,,,,,
105810,,COMPRESSION,COMPRESSION (48/80),3,
105811,,COMPRESSION,COMPRESSION (48/80),3,
105812,,COMPRESSION,COMPRESSION (48/80),3,
105813,INTAKE,LEAKS,,2,L/H
105814,ROCKER BOX COVER,LEAKING,,4,
105815,INTAKE,LEAKING,,4 2,R/H
105816,INTAKE,LEAKING,,4 3 2,L/H
105817,INTAKE,LEAKING,,1,
105818,,COMPRESSION,COMPRESSION @ 45/80,4,
105819,,COMPRESSION,COMPRESSION @ 45/80,4,
105820,,COMPRESSION,COMPRESSION @ 45/80,4,
105821,,COMPRESSION,COMPRESSION @ 45/80,4,
105822,,,,,
105823,INTAKE GASKET,LEAKING,,4,L/H
105824,INTAKE GASKET,LEAKING,,4 3,R/H
105825,ROCKER COVER SCREW,MISSING,,,
105826,,,,,
105827,,,,,
105828,ROCKER COVER,LEAKING,,2,
105829,INTAKE,LEAKING,,3,R/H
105830,ROCKER GASKET,LEAKING,,3,
105831,BOTH SIDE BAFFLE,NEED,BAFFLE PLUG PATCHES,,
