id,part,action,cylinders,details,engine
105060,,REMOVED,[2],"FWD EXHAUST ASSY, #2 CYL & BAFFLES, R/H SIDE IN",
105061,,,,,
105062,GASKETS,REPLACED,,,
105063,GASKET,REPLACED,,,
105064,,REMOVED,,,
105065,FUEL PUMP,INSTALLED,,,
105066,INTAKE GASKETS,REPLACED,,,
105067,,ANALYZED,,,
105068,BAFFLE,REPLACED,,,
105069,BOLT,TIGHTENED,,,
105070,INTAKE GASKET,REPLACED,,,
105071,,TIGHTENED,,ALL HOSE CLAMPS,
105072,GASKETS,REPLACED,,,
105073,,RESECURED,,SEAL W/ POP RIVETS,
105074,GASKET,REPLACED,,,
105075,BAFFLE SEAL,RIVETED,,,
105076,STANDOFF,REPLACED,,,
105077,GASKETS,REPLACED,,,
105078,,INSTALLED,,2 NEW PLUGS,
105079,,APPLIED,,RTV TO WORN AREAS & SECURED LOOSE SECTION,
105080,,CK'ED,,MAG TIMING GOOD. BORE SCOPED CYL #4; NO DEFECTS,
105081,,,,,D
105082,,,,LOW IDLE SPEED,
105083,BAFFLE PLUGS,REPLACED,,,
105084,INTAKE GASKETS,REPLACED,"[1, 2, 3, 4]",,
105085,GASKET,REPLACED,,,
105086,BAFFLE SEAL,SECURED,,,
105087,GASKET,REPLACED,,,
105088,,,,COULD NOT DUPLICATE DISCREP.,
105089,CYL,REASSEMBLED,,,
105090,,,,LEAK & OPS CK GOOD,
105091,CYL ASSY,INSTALLED,,NEW,
105092,GASKETS,REPLACED,,,
105093,SNIFFLER VALVES,CLEANED,,,
105094,GASKET,REPLACED,,,
105095,,,,USED TIE WRAP STAND OFF & SECURED,
105096,GASKET,REPLACED,,,
105097,INTAKE GASKET,INSTALLED,,NEW,
105098,PATCH,INSTALLED,,RIVETED,
105099,GASKET,REPLACED,,,
105100,GASKETS,REPLACED,,,
105101,GASKET,REMOVED,,REPLACED,
105102,,REMOVED,,DOWNLOADED DATA,
105103,GASKET,REMOVED,,REPLACED,
105104,,STOP,,DRILLED CRACK,
105105,,INSTALLED,,RIVETED PATCH,
105106,,SECURED,,W/ RIVETS IN 4 PLACES,
105107,GASKET,REMOVED,,REPLACED,
105108,GASKET,REPLACED,,,
105109,GASKET,REPLACED,,,
105110,,FOUND,,"#2 EXHAUST GUIDE TIGHT, W/ CARBON. REAMED ALL EXH",
105111,INTAKE GASKETS,REMOVED,,REPLACED,
105112,,CLEANED,,IMPELLER,
105113,,REMOVED,,"REVIEWED INFORMATION, FOUND OVERSPE",
105114,,REMOVED,,TORN BAFFLE SEAL,
105115,GASKET,REMOVED,,REPLACED,
105116,,MADE,,NEW SEALS & INSTALLED,
105117,,REMOVED,,REPLACED W/ NEW GASKET,
105118,,INSTALLED,,NEW BAFFLE TIE ROD,
105119,,REPOSITIONED,,TIGHTENED #1 & 3 OIL RETURN LINE CLAMPS,
105120,GASKET,REMOVED,,REPLACED. LEAK CK GOOD,
105121,BAFFLE,SEALED,,,
105122,GASKET,REMOVED,,REPLACED,
105123,,RAN,,OPS GOOD,
105124,,STOP DRILLED,,CRACK,
105125,,INSTALLED,,NEW SPRING,
105126,GASKET,REMOVED,,REPLACED,
105127,GASKETS,REMOVED,,REPLACED,
105128,BAFFLE PLUGS,REMOVED,,REPLACED,
105129,GASKET,REMOVED,,REPLACED,
105130,GASKET,REMOVED,,REPLACED,
105131,,STOP DRILLED,,CRACK,
105132,GASKET,REMOVED,,REPLACED,
105133,,ADJUSTED,,FINE ADJUSTMENT SCREW ON GOVERNOR 4 TURNS COUN,
105134,GASKET,REMOVED,,REPLACED,
105135,GASKETS,REMOVED,,REPLACED,
105136,BAFFLE SEAL,RESECURED,,,
105137,,PERFORMED,,GROUND RUN; UNABLE TO DUPLICATE,
105138,,RAN,,MAG CK SEVERAL TIMES - NO DEFECTS,
105139,,REMOVED,,COWLING & CLEANED ENGINE,
105140,OIL SUMP,REPLACED,,"GASKET, REINSTALLED OIL SUMP",
105141,GASKET,REMOVED,,REPLACED,
105142,,INSPECTED,,,
105143,,STOP DRILLED,,CRACK,
105144,,STOP DRILLED,,CRACK,
105145,,STOP DRILLED,,CRACK,
105146,INTAKE GASKETS,REMOVED,,REPLACED,
105147,,OPS,,LEAK CK GOOD,
105148,,REMOVED,[2],HARDWARE & ATTACHING COMPONENTS,
105149,,REATTACHED,,WEATHER STRIPPING,
105150,,STOP DRILLED,,CRACK,
105151,INTAKE GASKET,INSTALLED,,NEW,
105152,ROCKER BOX GASKET,REPLACED,[3],,
105153,BAFFLE,REMOVED,[3],REPLACED DAMAGED FASTENERS,
105154,INTAKE GASKET,REMOVED,,REPLACED,
105155,,REPLACED,,MISSING SCREW,
105156,GASKET,REMOVED,,REPLACED,
105157,GASKET,REMOVED,,REPLACED,
105158,,RAN,,"A/C, NO DEFECTS NOTED. PERFORMED PHASE 4 INSP",
105159,GASKET,REMOVED,,REPLACED,
105160,,REPLACED,,TIE ROD,
105161,BAFFLE,FABRICATED,,LIKE MATERIAL,
105162,BAFFLE,REPAIRED,,W/ DOUBLER,
105163,BAFFLE,REINSTALLED,,,
105164,BAFFLE,REMOVED,,EXTRA TIME NEEDED FOR PAPERWORK ERRORS,
105165,BAFFLE SEAL,INSTALLED,,NEW,
105166,BAFFLE,REMOVED,,DRILLED OUT RIVETS & REINSTALLED W/ SCR,
105167,,REMOVED,,REPLACED GASKETS,
105168,,STOP DRILLED,,CRACK,
105169,,ADJUSTED,,TIE ROD,
105170,,REMOVED,,REPLACED INTAKE GASKET,
105171,,REMOVED,,REPLACED STANDOFF,
105172,,REMOVED,,REPLACED GASKET,
105173,,LEAK CK,,GOOD,
105174,,COULD NOT DUPLICATE,,DISCREP,
105175,,INSTALLED,,"NEW SEALS ON PUSH ROD TUBE, REASSEMBLED",
105176,,PERFORMED,,"FULL GROUND RUN, OPS CK'ED GOOD. INSP L/H ENG",
105177,,REPLACED,,INTAKE GASKETS,
105178,,REMOVED,,REPLACED GASKET,
105179,ENGINE BAFFLE,REMOVED,,TIGHTENED SCREWS & REINSTALLED,L
105180,,REMOVED,,REPLACED GASKET,
105181,SNIFFLER VALVES,CLEANED,,,
105182,ENGINE AIR FILTER,REMOVED,,REPLACED. NEXT DUE 7/31/17,
105183,,RECONNECTED,,OIL PSI SENDER GROUND STRAP,
105184,,REPLACED,,BOTH BAFFLE PLUGS,
105185,,RIVETED,,BAFFLE SEAL TO BAFFLE,
105186,,REMOVED,,REPLACED GASKETS,
105187,,REPLACED,,BOTH GASKETS,
105188,,REMOVED,,REPLACED GASKET,
105189,,REMOVED,,REPLACED GASKETS,
105190,,REMOVED,,REPLACED W/ NEW GASKET,
105191,,REMOVED,,REPLACED BAFFLE TIE,
105192,,REMOVED,,REPLACED BRACKET,
105193,,DRILLED,,OFF CRACKED PORTION OF BAFFLE. FABRICATED PIECE,
105194,,FABRICATED,,PATCH OF LIKE MATERIAL ON AFT BAFFLE & RIVET,
105195,,REMOVED,,REPLACED GASKET,
105196,,REMOVED,,REPLACED GASKET,
105197,,RESECURED,,SCREW,
105198,,PERFORMED,,"GROUND RUN OF A/C, NO DEFECTS FOUND. INSPECTE",
105199,,SECURED,,WIRES TO OIL PAN,
105200,,SECURED,,BAFFLE SEAL W/ POP RIVETS,
105201,SILICONE GASKET,REMOVED,,NEW,
105202,INTAKE GASKET,REMOVED,,NEW,L
105203,SEAL,REMOVED,,NEW,
105204,,REGLUED,,,
105205,GASKET,REMOVED,,,
105206,CARB HEAT BOX ARM,RESECURED,,,
105207,GASKET,REMOVED,,REPLACED,L
105208,GASKET,REMOVED,,REPLACED,R
105209,GASKET,REMOVED,,REPLACED,
105210,BAFFLE TIE,RECONNECTED,,,
105211,GASKETS,REPLACED,,LEAK CK GOOD,
105212,BAFFLE PATCHES,INSTALLED,,,
105213,INTAKE GASKET,REMOVED,,REPLACED,
105214,,PERFORMED,,"GROUND RUN, OPS CK'ED GOOD. NO DEFECTS NOTED",
105215,INTAKE GASKETS,REPLACED,,,
105216,,PERFORMED,,"SEASONAL ADJUSTMENT, OPS GOOD",
105217,,CLEANED,,"OIL, RAN A/C, NO LEAKS NOTED. FOUND OIL TO BE R",
105218,INTAKE GASKET,REMOVED,,REPLACED,
105219,INTAKE GASKET,REMOVED,,REPLACED,
105220,,REMOVED,,"COVER, FOUND DEBRIS UNDER SILICONE GASKET. CLEA",
105221,,,,GOOD,
105222,OIL COOLERS,CLEANED,,,
105223,SNIFFLER VALVES,CLEANED,,,
105224,,REMOVED,,REPLACED GASKET,
105225,,REMOVED,,REPLACED GASKETS,
105226,,RAN,,CK FOR ROUGH RUNNING AFTER TAKE OFF. MAGS CK,
105228,,ADJUSTED,,IDLE,
105229,BAFFLE PLUG PATCHES,INSTALLED,,NEW PLUGS,
105230,,REMOVED,,REPLACED GASKET,
105231,OIL COOLER,CLEANED,,,
105232,,REMOVED,,REPLACED GASKETS,
105233,,REMOVED,,REPLACED INTAKE GASKETS,
105234,,REINSTALLED,,TIGHTENED CLAMP,
105235,,REPLACED,,GASKET,
105236,BAFFLE SEAL,RESECURED,,,
105237,,REPLACED,,STAND OFF,
105238,BAFFLE TIE,REATTACTED,,,
105239,,REMOVED,,REPLACED GASKETS,
105240,,REPLACED,,GASKET,
105241,BAFFLE,REMOVED,,,
105242,,INSTALLED,,MISSING,
105244,SPARK PLUGS,REMOVED,,,
105245,GASKET,REPLACED,,,
105246,GASKET,INSTALLED,,NEW,
105247,,RAN,,"UP & WARMED UP ENGINE, NO DEFECTS NOTED. OPS CK'ED",
105248,,LEAK CK,,GOOD,
105249,GASKETS,REMOVED & REPLACED,,,
105250,GASKET,REMOVED & REPLACED,,,
105251,,CLEANED OUT & INSTALLED,,SEALANT,
105252,,DRAINED,,OIL HAS BEEN,
105253,,REMOVED & REPLACED,,PUSH ROD,
105254,,REMOVED,,CYLINDER. TRANSFERRED INJECTOR & CHT PROBE TO O,
105255,,PERFORMED,,GROUND RUN W/ ENGINE AT OPERATING TEMP. ALL E,
105256,GASKET,REMOVED & REPLACED,,,
105257,GASKET,INSTALLED,,NEW,
105258,,RAN,,"A/C, ALL CHECKS GOOD",
105259,,RUN UP & LEAK CK,,GOOD,
105260,BAFFLE ROD,INSTALLED,,,
105261,BAFFLING,REMOVED,[2],,
105262,,STOP DRILLED,,CRACK,
105263,,INSTALLED,,NEW GASKETS,
105264,,REPLACED,,NEW GASKET,
105265,,REPLACED,,NEW GASKET,
105266,,REPLACED,,NEW GASKET,
105267,,REPLACED,,NEW GASKETS,
105268,,RAN,,"A/C, OPS & LEAK CK GOOD",
105269,,REMOVED,[2],TOP PLUG & FOUND VALVE CONTACTED PISTON,
105270,,REMOVED,[2],"BAFFLING, INTAKE, EXHAUST & OIL RETURN T",
105271,,RAN,,"A/C, COULD NOT DUPLICATE. ALL CHECKS GOOD",
105272,,REPLACED,,W/ SCREW & LOCK NUT,
105273,,REPLACED,,BAFFLE PLUG,
105274,,SECURED,,BAFFLE SEAL W/ NEW RIVETS,
105275,,REPLACED,,GASKET,
105276,,STOP DRILLED,,CRACK,
105277,,INSTALLED,,NEW SCREWS & NUT TO SECURE BAFFLE MOUNT,
105278,,REPLACED,,GASKET,
105279,,INSPECTED,,"ENGINE, NO DEFECTS. RAN A/C, ALL SYSTEMS W/IN",
105280,,TIGHTENED,,SCREW,
105281,GASKET,REMOVED,,NEW,
105282,,COMPLETED,,,R
105283,EXHAUST VALVE,FOUND,"[2, 4]",,
105284,BAFFLE SEAL,RESECURED,,,
105285,GASKET,REMOVED,,NEW,
105286,GASKETS,REPLACED,,,
105287,BAFFLE SEAL,APPLIED,,,
105288,GASKET,REMOVED,,,
105289,GASKET,REMOVED,,,
105290,INTAKE GASKET,REMOVED,,NEW,
105291,PLUG,REMOVED,,,
105292,PLUGS,REMOVED,,,
105293,,RAN,,ALL CHECKS GOOD,
105294,,RAN,,ALL CHECKS GOOD,
105295,,RAN,,OPS CK GOOD,
105296,,INSTALLED,,WASHER & RIVET,
105297,BAFFLE SEAL,REMOVED,,NEW,
105298,PLUGS,REMOVED,,,
105299,AIR INTAKE ASSY,REPLACED,,,
105300,ROCKER COVER GASKET,REMOVED,,,
105301,BAFFLE PLUGS,REMOVED,,REPLACED,
105302,GASKET,REPLACED,,,
105303,,REPLACED,,OLD CYLINDER W/,
105304,INTAKE PORT,CHASED,,CLEAN THREADS,
105305,GASKET,REPLACED,,,
105306,INTAKE GASKETS,REMOVED,,REPLACED,
105307,,RAN UP,,"ENGINE, OPS & LEAK CK GOOD",
105308,,REMOVED,[3],BAFFLING & CONNECTING COMPONENTS AND HAR,
105309,GASKET,REMOVED,,REPLACED W/ NEW,
105310,BAFFLE PLUGS,REMOVED,,REPLACED,
105311,SD CARD,REMOVED,,"C/W LYCOMING , OVERSPEED CONSI",
105312,VALVE,STAKED,,COMPRESSION CAME UP TO 72/80,
105313,BAFFLE PLUGS,REMOVED,,REPLACED,
105314,,RAN A/C,,NO LEAKS NOTED. OBSERVED A/C FOR SEVERAL HOURS,
105315,INTAKE TUBES,REMOVED,,,
105316,INTAKE TUBE INSERTS,RESWAGED,,,
105317,,INSTALLED,"[3, 4]",#3 & 4 INTAKE TUBES W/ NEW GASKETS. RAN A/C,
105318,GASKET,REPLACED,,,
105319,SD CARD,REMOVED,,FOUND MAX RPM TO BE LESS THAN 5% RATE,
105320,,INSPECTED,[4],FOUND #4 PISTON SMILED NEAR EXHAUST VALVE,
105321,,REMOVED,[4],NEW,
105322,,INSTALLED,[4],,
105323,,FINISHED,,,
105324,GASKET,REPLACED,,,
105325,GASKET,REPLACED,,,
105326,ROCKER COVER GASKETS,REPLACED,,,
105327,,REPLACED,,NEW,
105328,,REMOVED,[4],,
105329,,BLED,,,
105330,,PERFORMED,,,
105331,,INSTALLED,,-28 EXHAUST VALVE PUSH ROD,
105332,,FINISHED,,,
105333,,REMOVED,,CLOG,
105334,,RAN,,,
105335,,REMOVED,[2],,L
105336,,REINSTALLED,,,
105337,,INSTALLED,,NEW RIVETS,
105338,,RAN,,,
105339,,APPLIED,,BLACK SILICONE,
105340,GASKETS,REPLACED,,,
105341,,REMOVED,,,
105342,,PERFORMED,,,
105343,,PERFORMED,[3],,
105344,,RUN,,,
105345,,REPLACED,[3],NEW,
105346,,PERFORMED,,,
105347,,REAMED,"[1, 4]",,
105348,,REPLACED,,,
105349,,REPLACED,,,
105350,,INSTALLED,,NEW,
105351,,REINSTALLED,,,
105352,,REMOVED,,NEW,
105353,,SEALED,,,
105354,,REPLACED,,NEW,
105355,,REMOVED,,NEW,
105356,,REMOVED,,,
105357,,FABRICATED,,,
105358,,CLEANED,,,
105359,,REATTACTED,,,
105360,,RESECURED,,,
105361,,APPLIED,,SILICONE,
105362,,APPLIED,,CHAFE TAPE TO PANEL,
105363,,RESECURED,,SEAL ON LOWER AFT COWLING,L
105364,,CAPPED,,"BLEED - PERFORMED GROUND POWER PERFORMANCE CK, S",
105365,,INSTALLED,,DOUBLER ON I/B AFT ALIGNMENT PIN HOLE,
105366,,REMOVED,,"POWER SECTION FROM ENGINE, VISUALLY INSPECT",R
105367,BAFFLE TIE,REMOVED & REPLACED,,,
105368,BAFFLE PLUGS,REMOVED & REPLACED,,,
105369,BAFFLE,INSTALLED,,,
105370,,REMOVED,,"UPPER BAFFLE, MUFFLER. REPLACED #2 INTA",L
105371,GASKETS,REPLACED,,,
105372,GASKETS,REPLACED,,,
105373,,LEAK CK,,GOOD,
105374,GASKET,REPLACED,,,
105375,BOLT,TIGHTENED,,,
105376,GASKETS,REMOVED & REPLACED,,,
105377,,REMOVED & REPLACED,,W/ NEW GASKETS,
105378,GASKET,REMOVED & REPLACED,,,
105379,,REVIEWED,,FLIGHT DATA MONITORING CARD. FOUND OVERSPEED T,
105380,GASKETS,REPLACED,,,
105381,GASKET,REPLACED,[2],,
105382,GASKETS,REPLACED,"[3, 4]",,
105383,,INSPECTED,,DYE PE INSP; VERIFIED TO NOT BE CR,
105384,,BORESCOPED,[1],FOR VALVE CONTACT W/ PISTON FOR POSSI,
105385,,REMOVED,,REPLACED W/ NEW GASKET,
105386,,PERFORMED,,"GROUND, NO DEFECTS NOTED. ALL ENGINE GROUND R",
105387,,FOR,,"ENGINE CHANGE. RAN ENGINE, NO DEFE",
105388,BOLT,TIGHTENED,,,
105389,,REMOVED,,FOD,
105390,SCREW,REINSTALLED,,,
105391,,REMOVED,,REPLACED GASKET W/ NEW,
105392,,REMOVED,,REPLACED GASKET,
105393,GASKET,REPLACED,,,
105394,SCREW,REPLACED,,,
105395,BAFFLE SEAL,SECURED,,,
105396,,REMOVED,,REPLACED GASKET,
105397,,FABRICATED,,INSTALLED PATCH ON BAFFLE W/ LIKE MATERIAL,
105398,HOSE CLAMPS,TIGHTENED,,,
105399,,REMOVED,,REPLACED INTAKE GASKET,
105400,,REMOVED,,REPLACED BAFFLE PLUGS,
105401,GASKET,REMOVED,,REPLACED,
105402,INTAKE GASKET,REPLACED,,,L
105403,GASKET,REMOVED,,REPLACED,R
105404,BAFFLE SEAL,SECURED,,,
105405,GASKET,REMOVED,,REPLACED,
105406,GASKET,REPLACED,,,
105407,GASKETS,REPLACED,,,
105408,GASKETS,REMOVED,,REPLACED W/ NEW,
105409,OIL COOLER,SEALED,,GAP W/ SILICONE,L
105410,GASKETS,REMOVED,,REPLACED,
105411,GASKETS,REMOVED,,REPLACED,
105412,GASKETS,REPLACED,,,
105413,PLUG,CLEANED,,SEALED,
105414,SPINNER,REINSTALLED,,LEAK CK GOOD,
105415,GASKETS,REMOVED,,REPLACED,
105416,CRANKSHAFT SEAL,REMOVED,,,
105417,RING GEAR,INSTALLED,,TORQUED TO SPECS & SAFETIED,
105418,,FABRICATED & INSTALLED,,NEW BRACKET,
105419,,STOP DRILLED,,CRACK,
105420,GASKETS,REPLACED,,,
105421,EXHAUST VALVE GUIDES,REAMED,"[1, 2, 4]",,
105422,,PERFORMED,,"GROUND RUN, OPS & LEAK CK'ED GOOD",
105423,,FOUND,[3],STUCK EXHAUST VALVE & BENT BUSH ROD. REMO,
105424,GASKET,REPLACED,,,
105425,GASKET,REMOVED & REPLACED,,,
105426,GASKET,REPLACED,,,
105427,GASKETS,REMOVED & REPLACED,,,
105428,INTAKE GASKET,REPLACED,,,
105429,GASKET,REPLACED,,,
105430,,PERFORMED,,"GROUND RUN, MADE SEASONAL ADJUSTMENT TO IDLE",
105431,GASKET,REMOVED & REPLACED,,,
105432,POP RIVET,REMOVED & REPLACED,,,
105433,,CHIP SENT,,TO LYCOMING FOR ANALYSIS,
105434,,REMOVED & REPLACED,,LOOSE RIVETS W/ SCREWS ON R/H FWD EN,
105435,,OIL CHANGE,,IN 10 HRS. INSTRUCTED FROM LYCOMING DUE @ 22,
105436,BOLT,TIGHTENED,,,
105437,,INSTALLED,,BLACK RTV IN WORN AREAS,
105438,GASKET,REMOVED & REPLACED,,,
105439,GASKETS,REMOVED & REPLACED,,,
105440,SPACERS,REMOVED & REPLACED,,,
105441,BAFFLE,REMOVED,,,
105442,CYL ASSY.,INSTALLED,,NEW,
105443,,REPLACD,,,
105444,INTAKE GASKET,REPLACED,,,
105445,,REPLACED,,PLUGS,
105448,BAFFLES,REMOVED,,,
105449,BAFFLE SEAL,SECURED,,,
105450,,REPLACED,,,
105451,,REPLACED,,,
105452,,REPLACED,,,
105453,,REPLACED,,,
105454,,REPLACED,,,
105455,,REPLACED,,,
105456,,REPLACED,,,
105457,,STOP DRILLED,,,
105458,,REPLACED,,NEW GASKETS,
105459,,INSTALLED,,RTV TO SPOTS,
105460,,REPLACED,,GASKET,
105461,,,,LEAK CK GOOD,
105462,BAFFLE PLUGS,REPLACED,,,
105463,,,,FOR ACCESS,
105464,,REINSTALLED,,,
105465,GASKET,REPLACED,,NEW,
105466,ROCKER COVER,REPLACED,,,
105467,GASKET,REPLACED,,,
105468,,,,NO DEFECTS NOTED,
105469,,,,ALL COMPRESSIONS 74 +,
105470,,,,GOVERNOR WAS FOUND,
105471,,REINSTALLED,,OVERHAULED PROP GOVERNOR,
105472,PLUG,INSTALLED,,,
105473,,,,NO DEFECTS NOTED,
105474,GASKET,REPLACED,,,
105475,,REMOVED,,FOD,
105476,,,,USING NORMAL PROCEDURES,
105477,BAFFLE PLUGS,REPLACED,,,
105478,,,,VERIFIED W/ ENGINE @ 40*F CHT & O,
105479,GASKET,REPLACED,,,
105480,GASKETS,REPLACED,,,
105481,REAR BAFFLE SCREW,REINSTALLED,,,
105482,,PERFORMED,,,
105483,,REMOVED,[2],BAFFLING & COMPONENTS,
105484,INNER COOLING BAFFLE,INSTALLED,"[1, 3]",,
105485,,INSTALLED,,,
105486,CYL SIDE BAFFLE,INSTALLED,"[1, 2]",,
105487,GASKET,REMOVED & REPLACED,,,
105488,GASKETS,REMOVED & REPLACED,,,
105489,OIL COOLER,REMOVED,,FROM ENGINE BAFFLE,
105490,GASKET,INSTALLED,,,
105491,,LEAK & RUN UP CK GOOD,,,
105492,BAFFLING,STARTED REMOVING,,,
105493,,INSTALLED,,CYL BAFFLES & ALL NECESSARY PARTS,
105494,INTAKE VALVE,REMOVED & REPLACED,,,
105495,BAFFLE PLUGS,REMOVED & REPLACED,,,
105496,SCREW,TIGHTENED,,,
105497,,PERFORMED,,"MAINT HISTORY, INSPECTED FUEL SERVO. TEST RAN",
105498,INTAKE GASKETS & SEALS,REMOVED & REPLACED,,,
105499,GASKETS,REMOVED & REPLACED,,,
105500,BAFFLE SEALS,RESECURED,,,
105501,BAFFLE,REPAIRED,,IAW SRM,
105502,,COMPLETED,,INSTALLATION. OPS & LEAK CK GOOD,
105503,,REPLACED,"[1, 2, 3, 4]",W/ REBUILT ASSY. TORQUED ALL BAS,
105504,GASKET,REPLACED,,,
105505,,REPLACED,,W/ NEW GASKET,
105506,,RAN,,"A/C, COULD NOT DUPLICATE DISCREP. ALL SYSTEMS W/IN",
105507,,INSTALLED,,NEW HARDWARE,
105508,GASKETS,REPLACED,,,
105509,,INSTALLED,,DOUBLER ON L/H BAFFLE PLUG HOLE,L
105510,GASKET,REPLACED,,,
105511,,REMOVED,,"ALL INTAKE GASKETS, REPLACED W/ NEW",
105512,,DRILLED,,OUT RIVETS & REPLACED W/ SCREWS & LOCK NUTS,
105513,GASKETS,REPLACED,,,
105514,,STOP,,DRILLED CRACK,
105515,,REPLACED,,W/ NEW GASKET,
105516,,REPLACED,,W/ NEW GASKET,
105517,,STOP,,DRILLED END OF CRACK,
105518,GASKET,REPLACED,,,
105519,GASKETS,REPLACED,,,
105520,BOLT,TIGHTENED,,,
105521,GASKET,REMOVED,,,
105522,,INSTALLED,,NEW,
105523,BAFFLE PLUG,REMOVED,,,
105524,GASKETS,INSTALLED,,NEW,
105525,BAFFLE SEAL,RESECURED,,,
105526,,CLEANED,,NO DEFECTS NOTED,
105527,GASKET,REPLACED,,,
105528,ROCKER COVERS,REMOVED,,,
105529,,INSTALLED,,NEW HARDWARE,
105530,GASKETS,REMOVED,,,
105532,GASKETS,REPLACED,,,
105533,,REMOVED,,,
105534,,LEAK CK,,GOOD,
105535,,INSTALLED,,NEW BARREL NUT & SCREW,
105536,,CLEANED,,,
105537,,RAN,,CONFIRMED DISCREP.,
105538,,MEASURED,,"RING GAPS & INSTALLED, TORQUED CYL HOLD DOWNS",
105539,,REASSEMBLED,,ATTACHING PARTS TO #2 CYL FWD BAFFLING,
105540,,REINSTALLED,,SCREW,
105541,GASKET,REMOVED,,REPLACED,
105542,ENGINE,PREPPED,,PAINTED,
105543,,REPLACED,,RIVETS W/ MACHINE SCREWS & LOCK NUTS,
105544,ENGINE,MOUNTED,,TORQUED. STARTED ENGINE INSTALLATION,
105545,,INSTALLED,,ACCESSORY CASE & OIL SCREEN HOUSING. INSTALLE,
105546,,MEASURED,,"RODS, CASE & CRANK. BEARING CLEARANCE CK GOOD",
105547,,RIGGED,,"ENGINE CONTROLS, FINISHED BAFFLING ENGINE, INSTA",
105548,,INSTALLED,,"CRANKSHAFT SEAL, ROUTED WIRING, INSTALLED SKA",
105549,,RAN,,"A/C, OPS & LEAK CK GOOD. FOR BREAK",
105550,,INSTALLED,,NEW CYLINDERS ON EN,
105551,,REPOSITIONED,,HOLE & INSTALLED NEW WIRE TIE,
105552,,INSTALLED,,SCREW,
105553,,OPS,,& LEAK CK'ED GOOD,
105554,,RAN,,"A/C, CONFIRMED DISCREP. REMOVED COWL, R/H ENGINE IN",
105555,,RAN,,"ENGINE, PROBLEM STILL THERE. REPLACED L/H MAG ON PD",L
105556,,INSPECTED,,"IAW LYCOMING , VERIFIED TO BE LESS THA",
105557,INTAKE GASKETS,REMOVED,,REPLACED,
105558,,RESECURED,,SEAL,
105559,GASKETS,REMOVED,,REPLACED,
105560,GASKETS,REMOVED,,REPLACED,
105561,ENGINE BAFFLE,INSTALLED,,NEW,L
105562,,INSPECTED,,AS REQUIRED BY LYCOMING,
105564,,TIGHTENED,,BOTH BOLTS,
105565,,REMOVED & REPLACED,,W/ NEW GASKET,
105566,,REPLACED,,GASKETS,
105567,,REMOVED & REPLACED,,GASKE,
105568,,REPLACED,,GASKETS,
105569,,REMOVED & REPLACED,,GASKET,
105570,,REMOVED & REPLACED,,GASKETS,
105571,,REMOVED & REPLACED,[1],INTAKE GASKETS,
105572,,REPLACED,,INTAKE GASKETS,
105573,,INSTALLED,,NEW SCREW,
105574,,REPOSITIONED,,DRAIN TUBE,
105575,,REMOVED & REPLACED,,W/ NEW GASKET,
105576,,REPLACED,,GASKETS,
105577,,REPLACED,,GASKETS,
105578,,PERFORMED,,"GROUND RUN, AFTER ENGINE WARMED TO OR NEAR TO",
105579,,PERFORMED,[3],"COMPRESSION CK, FOUND #3 CYL LOW. REMOVED CYL",
105580,,REMOVED,,"HARDENED CHAFE WRAP, WEAR W/IN ACCEPTABLE LIMIT",
105581,GASKET,REPLACED,,,
105582,,TIGHTENED,,ALL BOLTS,
105583,,FABRICATED,,,
105584,SCREW,INSTALLED,,,
105585,,SECURED,,W/ LACING CORD,
105586,,RESEALED,,TORQUED HOISTING RING BOLT,
105587,,REMOVED,[4],,
105588,,REMOVING,,BROKEN BOLT,
105589,CYL,INSTALLED,,,
105590,,INSPECTED,,AREA OF FIRE IN CARB AIRBOX,
105591,ENGINE COWL SEALS,RESECURED,,,
105592,,REMOVED,,"RUST, INSPECTED, NO DEFECTS. PAINTED W/ PRIMER",
105593,,REMOVED,,SD CARD TO REVIEW DATA,
105594,GASKET,REPLACED,,W/ NEW,
105595,GASKET,REPLACED,,W/ NEW,
105596,,SEALED,,BOLT & TORQUED. LEAK CK GOOD,
105597,SPRING,REMOVED,,,
105598,,RETRIEVED,,NEW CYL ASSY FROM INVENTORY,
105599,,INSTALLED,,"""MINERAL OIL ONLY"" STICKERS",
105600,,INSTALLED,,PISTON & CYL ASSY,
105601,,REMOVED,,,
105602,BAFFLING,INSTALLED,,,
105603,,REMOVED,,NEW,
105604,,TIGHTENED,,,
105605,CLAMP,REMOVED,,REPLACED,
105606,CAM LOCK,RESECURED,,,
105607,,REPLACED,,SCREW,
105608,BAFFLE SEALS,SECURED,,,
105609,MOUNT BOLT,INSTALLED,,NEW,
105610,,REMOVED,,REPLACED GASKETS,
105611,,REPLACED,,GASKETS,
105612,,REMOVED,,NEW GASKETS,
105613,,REPLACED,,"GASKET, LEAK CK GOOD",
105614,,REMOVED,,REPLACED GASKET,
105615,,REMOVED,,NEW GASKETS,
105616,FIRESEAL,REATTACHED,,LWR,
105617,,RAN,,"A/C, OPS GOOD",
105618,,REINDEXED,,MIXTURE LINKAGE,
105619,,RAN,,"A/C, IDLE MIXTURE LINKAGE NEEDS TO BE REINDEXED",
105620,,RAN,,A/C & FOUND NO LEAKS NOTED AFTER A/C SITTING OVERNI,
105621,GASKETS,REPLACED,,,
