IDENT,ActionPart,ActionTaken
105201,SILICONE GASKET,REMOVED & REPLACED
105202,INTAKE GASKET,REMOVED & REPLACED
105203,"SEAL, SEAL",REMOVED
105204,POSITION,REGLUED
105205,GASKET,REMOVED & REPLACED
105206,,"RESECURED, HEAT"
105207,,REMOVED & REPLACED
105208,,REMOVED & REPLACED
105209,GASKET,REMOVED & REPLACED
105210,BAFFLE TIE,RECONNECTED
105211,"GASKETS, CK",REPLACED
105212,BAFFLE PATCHES,INSTALLED
105213,INTAKE GASKET,REMOVED & REPLACED
105214,GROUND,
105215,INTAKE GASKETS,REPLACED
105216,,SEASONAL
105217,"OIL, RAN, A/C",CLEANED
105218,INTAKE GASKET,REMOVED & REPLACED
105219,INTAKE GASKET,REMOVED & REPLACED
105220,GASKET,REMOVED COVER
105221,CK,
105222,OIL COOLERS,CLEANED
105223,SNIFFLER VALVES,CLEANED
105224,GASKET,REMOVED & REPLACED
105225,GASKETS,REMOVED & REPLACED
105226,UP TO CK,"RAN, ROUGH, RUNNING"
105227,,
105228,IDLE,ADJUSTED
105229,"BAFFLE PLUG, PLUGS",INSTALLED
105230,GASKET,REMOVED & REPLACED
105231,OIL COOLER,CLEANED
105232,GASKETS,REMOVED & REPLACED
105233,INTAKE GASKETS,REMOVED & REPLACED
105234,CLAMP,REINSTALLED
105235,GASKET,REPLACED
105236,BAFFLE SEAL,RESECURED
105237,,REPLACED
105238,BAFFLE TIE,REATTACHED
105239,GASKETS,REMOVED & REPLACED
105240,GASKET,REPLACED
105241,"BAFFLE, DAMAGED RIVETS","REMOVED, REMOVED & REPLACED"
105242,,INSTALLED
105243,,
105244,,REMOVED
105245,GASKET,REPLACED
105246,GASKET,INSTALLED
105247,UP & WARMED,RAN
105248,CK,
105249,GASKETS,REMOVED & REPLACED
105250,GASKET,REMOVED & REPLACED
105251,,CLEANED
105252,"OIL HAS BEEN, DRAINED",
105253,"OPS & LEAK, CK, PUSH ROD. REMOVE",REMOVED & REPLACED
105254,"CYLINDER, INJECTOR & CHT",REMOVED
105255,GROUND,
105256,GASKET,REMOVED & REPLACED
105257,GASKET,INSTALLED
105258,A/C,RAN
105259,CK,RUN
105260,BAFFLE ROD,INSTALLED
105261,,REMOVED
105262,,
105263,GASKETS,INSTALLED
105264,GASKET,REMOVED & REPLACED
105265,GASKET,REMOVED & REPLACED
105266,GASKET,REMOVED & REPLACED
105267,GASKETS,REMOVED & REPLACED
105268,"A/C, CK",RAN
105269,PISTON,REMOVED
105270,EXHAUST & OIL RETURN T,REMOVED
105271,"A/C, DUPLICATE",RAN
105272,,"REMOVED, RIVET & REPLACED, SCREW & LOCK"
105273,BAFFLE PLUG,REMOVED & REPLACED
105274,"BAFFLE SEAL, RIVETS",SECURED
105275,GASKET,REMOVED & REPLACED
105276,,
105277,"SCREWS, BAFFLE MOUNT","INSTALLED, SECURE"
105278,GASKET,REMOVED & REPLACED
105279,A/C,"INSPECTED, RAN"
105280,,"TIGHTENED, SCREW"
105281,GASKET,REMOVED & REPLACED
105282,"ENGINE, CK",COMPLETED
105283,,
105284,BAFFLE SEAL,RESECURED
105285,GASKET,REMOVED & REPLACED
105286,GASKETS,REPLACED
105287,"RTV TO, BAFFLE SEAL",
105288,GASKET,REMOVED & REPLACED
105289,GASKET,REMOVED & REPLACED
105290,INTAKE GASKET,REMOVED & REPLACED
105291,PLUG,REMOVED & REPLACED
105292,PLUGS,REMOVED & REPLACED
105293,A/C,RAN
105294,A/C,RAN
105295,"A/C, CK",RAN
105296,,INSTALLED
105297,BAFFLE SEAL,REMOVED & REPLACED
105298,PLUGS,REMOVED & REPLACED
105299,INTAKE ASSY,REPLACED
105300,ROCKER COVER GASKET,REMOVED & REPLACED
105301,BAFFLE PLUGS,REMOVED & REPLACED
105302,GASKET,REPLACED
105303,"REPLACEMENT, CYLINDER, CYLINDER",
105304,THREADS,CLEAN
105305,GASKET,REPLACED
105306,INTAKE GASKETS,REMOVED & REPLACED
105307,CK,"RAN, UP"
105308,,REMOVED
105309,GASKET,REMOVED & REPLACED
105310,BAFFLE PLUGS,REMOVED & REPLACED
105311,,REMOVED SD CARD
105312,"VALVE, 72/80",STAKED
105313,BAFFLE PLUGS,REMOVED & REPLACED
105314,"A/C, A/C",RAN
105315,INTAKE TUBES,REMOVED
105316,INTAKE TUBE INSERTS,RESWAGED
105317,"INTAKE TUBES, GASKETS, A/C",INSTALLED
105318,GASKET,REPLACED
105319,,REMOVED SD CARD
105320,EXHAUST VALVE,
105321,"INSTALLATION, CYL",REMOVED
105322,"INSTALLATION, MANUAL",DONE
105323,CYL,"INSTALLATION, RODS & ROC"
105324,GASKET,REMOVED & REPLACED
105325,GASKET,REPLACED
105326,ROCKER COVER GASKETS,REMOVED & REPLACED
105327,SCREW,REPLACED
105328,BOTTOM PLUGS & #,REMOVED
105329,PUSH ROD SEALS,BLED
105330,"GROUND, W/ A SLIGHT M",RAN
105331,"EXHAUST VALVE, PUSH ROD, CLEARANCE",INSTALLED
105332,,REINSTALLATION
105333,CLOG,REMOVED
105334,"A/C, COMPRESSION, CK",RAN
105335,,REMOVED
105336,"LAMP, GAUGE, CK",REINSTALLED
105337,RIVETS,INSTALLED
105338,A/C,RAN
105339,BAFFLE SEAL,
105340,GASKETS,REPLACED
105341,A/C,"REMOVED, RAN"
105342,"GROUND, ROUGH IN AL",RAN
105343,"COMPRESSION, CK",
105344,CK,RUN
105345,,REMOVED & REPLACED
105346,GROUND,ROUGH
105347,EXHAUST VALVE,REAMED
105348,INTAKE GASKET,REPLACED
105349,INTAKE GASKET,REPLACED
105350,INTAKE GASKET,INSTALLED
105351,HARDWARE,REINSTALLED
105352,BAFFLE PLUGS,REMOVED & REPLACED
105353,"BOLT, CK",SEALED
105354,BAFFLE PLUGS,REPLACED
105355,GASKET,REMOVED & REPLACED
105356,GASKET,REMOVED & REPLACED
105357,PATCH,FABRICATED
105358,COOLER,CLEANED
105359,BAFFLE,REATTACHED
105360,SEAL,RESECURED
105361,SILICONE,
105362,PANEL,
105363,,"RESECURED, SEAL"
105364,CK,
105365,,INSTALLED
105366,,REMOVED
105367,BAFFLE TIE,REMOVED & REPLACED
105368,BAFFLE PLUGS,REMOVED & REPLACED
105369,BAFFLE,INSTALLED
105370,BAFFLE,REMOVED
105371,GASKETS,REPLACED
105372,GASKETS,REPLACED
105373,CK,
105374,GASKET,REPLACED
105375,BOLT,TIGHTENED
105376,GASKETS,REMOVED & REPLACED
105377,GASKETS,REMOVED & REPLACED
105378,GASKET,REMOVED & REPLACED
105379,,REVIEWED
105380,GASKETS,REPLACED
105381,,REPLACED
105382,GASKETS,REPLACED
105383,,"INSPECTED, INSP"
105384,BORESCOPED,
105385,GASKET,REMOVED & REPLACED
105386,GROUND,
105387,CHANGE,
105388,BOLT,TIGHTENED
105389,,REMOVED
105390,,"REINSTALLED, SCREW"
105391,GASKET,REMOVED & REPLACED
105392,GASKET,REMOVED & REPLACED
105393,GASKET,REPLACED
105394,,"REPLACED, SCREW"
105395,BAFFLE SEAL,SECURED
105396,GASKET,REMOVED & REPLACED
105397,BAFFLE,FABRICATED & INSTALLED
105398,HOSE CLAMPS,TIGHTENED
105399,INTAKE GASKET,REMOVED & REPLACED
105400,BAFFLE PLUGS,REMOVED & REPLACED
105401,GASKET,REMOVED & REPLACED
105402,,REPLACED
105403,,REMOVED & REPLACED
105404,BAFFLE SEAL,SECURED
105405,GASKET,REMOVED & REPLACED
105406,GASKET,REPLACED
105407,GASKETS,REPLACED
105408,GASKETS,REMOVED & REPLACED
105409,"BOTTOM L/H, OIL COOLER, W/ SILICONE",SEALED
105410,GASKETS,REMOVED & REPLACED
105411,GASKETS,REMOVED & REPLACED
105412,GASKETS,REPLACED
105413,,CLEANED & SEALED
105414,CK,
105415,GASKETS,REMOVED & REPLACED
105416,"PROP, GEAR",REMOVED
105417,GEAR,INSTALLED
105418,BRACKET,FABRICATED & INSTALLED
105419,,
105420,GASKETS,REPLACED
105421,EXHAUST VALVE,REAMED
105422,"GROUND, OPS & LEAK",
105423,"EXHAUST VALVE, CYL, BUSH ROD. REMO",
105424,GASKET,REPLACED
105425,GASKET,REMOVED & REPLACED
105426,GASKET,REPLACED
105427,GASKETS,REMOVED & REPLACED
105428,INTAKE GASKET,REPLACED
105429,GASKET,REPLACED
105430,"GROUND, IDLE",
105431,GASKET,REMOVED & REPLACED
105432,RIVET,REMOVED & REPLACED
105433,,CHIP
105434,RIVETS,REMOVED & REPLACED
105435,OIL CHANGE IN 10,
105436,BOLT,TIGHTENED
105437,RTV IN WORN AREAS,INSTALLED
105438,GASKET,REMOVED & REPLACED
105439,GASKETS,REMOVED & REPLACED
105440,SPACERS,REMOVED & REPLACED
105441,"BAFFLE, OIL RETURN LINE",REMOVED
105442,CYL ASSY,INSTALLED
105443,GASKET,REMOVED & REPLACD
105444,INTAKE GASKET,REMOVED & REPLACED
105445,PLUGS,REPLACED
105446,,
105447,"OPS & LEAK, CK",COMPLETED
105448,,REMOVED
105449,"BAFFLE SEAL, RIVETS",SECURED
105450,GASKET,REMOVED & REPLACED
105451,GASKET,REMOVED & REPLACED
105452,GASKET,REMOVED & REPLACED
105453,GASKETS,REMOVED & REPLACED
105454,GASKET,REMOVED & REPLACED
105455,GASKETS,REMOVED & REPLACED
105456,GASKET,REMOVED & REPLACED
105457,,
105458,GASKETS,REMOVED & REPLACED
105459,,INSTALLED
105460,GASKET,REPLACED
105461,"OPS & LEAK, CK",
105462,BAFFLE PLUGS,REMOVED & REPLACED
105463,,"REMOVED, REMOVED &"
105464,BAFFLE,REINSTALLED
105465,GASKET,REMOVED & REPLACED
105466,ROCKER COVER,REMOVED & REPLACED
105467,GASKET,REMOVED & REPLACED
105468,,INSPECTED
105469,,INSP
105470,,INSP
105471,,REINSTALLED
105472,,INSTALLED
105473,,"FURTHER, INSP"
105474,GASKET,REMOVED & REPLACED
105475,,REMOVED
105476,UP A/C.,RAN
105477,BAFFLE PLUGS,REMOVED & REPLACED
105478,GROUND,
105479,GASKET,REMOVED & REPLACED
105480,GASKETS,REMOVED & REPLACED
105481,BAFFLE SCREW,"REINSTALLED, REAR"
105482,GROUND,
105483,BAFFLING & COMPONENTS,REMOVED
105484,,INSTALLED
105485,INSTALLED & TORQUED,
105486,BAFFLE,INSTALLED
105487,GASKET,REMOVED & REPLACED
105488,GASKETS,REMOVED & REPLACED
105489,"OIL COOLER, BAFFLE",REMOVED
105490,GASKET,INSTALLED
105491,CK,
105492,,REMOVING
105493,PARTS,INSTALLED
105494,"CYL, INTAKE VALVE",REMOVED
105495,BAFFLE PLUGS,REMOVED & REPLACED
105496,,"TIGHTENED, SCREW"
105497,HISTORY,
105498,INTAKE GASKETS,REMOVED & REPLACED
105499,GASKETS,REMOVED & REPLACED
105500,BAFFLE SEALS,RESECURED
105501,"BAFFLE, BAFFLE PLUGS",REPAIRED
105502,"INSTALLATION, CK",
105503,"CYL, REBUILT ASSY",REMOVED & REPLACED
105504,GASKET,REMOVED & REPLACED
105505,GASKET,REPLACED
105506,"A/C, DISCREP",RAN
105507,HARDWARE,INSTALLED
105508,GASKETS,REMOVED & REPLACED
105509,"BAFFLE PLUG, HOLE",INSTALLED
105510,GASKET,REPLACED
105511,INTAKE GASKETS,REMOVED
105512,,"DRILLED, RIVETS & REPLACED"
105513,GASKETS,REMOVED & REPLACED
105514,,
105515,GASKET,REMOVED & REPLACED
105516,GASKET,REMOVED & REPLACED
105517,CRACK,
105518,GASKET,REMOVED & REPLACED
105519,GASKETS,REMOVED & REPLACED
105520,BOLT,TIGHTENED
105521,GASKET,REMOVED & REPLACED
105522,HARDWARE,INSTALLED
105523,BAFFLE PLUG,REMOVED & REPLACED
105524,GASKETS,INSTALLED
105525,BAFFLE SEAL,RESECURED
105526,ENGINE,CLEANED
105527,GASKET,REPLACED
105528,ROCKER COVERS & CLEANED,REMOVED
105529,HARDWARE,INSTALLED
105530,GASKETS,REMOVED & REPLACED
105531,,
105532,GASKETS,REPLACED
105533,GASKETS,REMOVED & REPLACED
105534,CK,
105535,BARREL,"INSTALLED, SCREW"
105536,"ENGINE, BOLT",CLEANED
105537,A/C,RAN
105538,"GAPS, DOWNS",RING
105539,,REASSEMBLED
105540,,"REINSTALLED, SCREW"
105541,GASKET,REMOVED & REPLACED
105542,"PREPPED, ENGINE",
105543,RIVETS,REPLACED
105544,INSTALLATION,MOUNTED
105545,"OIL SCREEN, HOUSING",INSTALLED
105546,"RODS, CK",
105547,ENGINE,RIGGED
105548,,INSTALLED
105549,"A/C, CK",RAN
105550,CYLINDERS,UNMASKED & CLEANED
105551,"HOLE & INSTALLED, TIE",REPOSITIONED
105552,,"INSTALLED, SCREW"
105553,OPS & LEAK,
105554,A/C,RAN
105555,ENGINE,RAN
105556,,
105557,INTAKE GASKETS,REMOVED & REPLACED
105558,SEAL,RESECURED
105559,GASKETS,REMOVED & REPLACED
105560,GASKETS,REMOVED & REPLACED
105561,BAFFLE,INSTALLED
105562,REQUIRED BY,INSPECTED
105563,,
105564,BOTH BOLTS,TIGHTENED
105565,GASKET,REMOVED & REPLACED
105566,GASKETS,REPLACED
105567,GASKE,REMOVED & REPLACED
105568,GASKETS,REPLACED
105569,GASKET,REMOVED & REPLACED
105570,GASKETS,REMOVED & REPLACED
105571,INTAKE GASKETS,REMOVED & REPLACED
105572,INTAKE GASKETS,REPLACED
105573,SCREW,INSTALLED
105574,DRAIN TUBE,REPOSITIONED
105575,GASKET,REMOVED & REPLACED
105576,GASKETS,REPLACED
105577,GASKETS,REPLACED
105578,GROUND,
105579,"COMPRESSION, CK",
105580,HARDENED CHAFE,REMOVED
105581,GASKET,REPLACED
105582,BOLTS,TIGHTENED
105583,PATCH,FABRICATED
105584,,"INSTALLED, SCREW"
105585,W/ LACING CORD,SECURED
105586,BOLT,RESEALED & TORQUED
105587,CYL,ACCESSED
105588,BOLT,REMOVING
105589,,INSTALLED
105590,AIRBOX,"INSPECTED, FIRE"
105591,ENGINE COWL SEALS,RESECURED
105592,,"REMOVED, RUST"
105593,DATA,"REMOVED SD CARD, REVIEW"
105594,GASKET,REMOVED & REPLACED
105595,GASKET,REMOVED & REPLACED
105596,"BOLT & TORQUED, CK",SEALED
105597,,REMOVED & REPLACED
105598,CYL,RETRIEVED
105599,"OIL ONLY"" STICKERS",INSTALLED
105600,RINGS,FITTED
105601,"CYL, EXHAUST VALVE","REMOVED, REMOVED & REPLACED"
105602,"INSTALLATION, VALVE",
105603,,"REMOVED, RIVETS & INSTALLED"
105604,,"TIGHTENED, SCREW"
105605,CLAMP,REMOVED & REPLACED
105606,,RESECURED
105607,,"REPLACED, SCREW"
105608,BAFFLE SEALS,SECURED
105609,MOUNT BOLT,INSTALLED
105610,GASKETS,REMOVED & REPLACED
105611,GASKETS,REPLACED
105612,GASKETS,REMOVED & REPLACED
105613,"GASKET, CK",REPLACED
105614,GASKET,REMOVED & REPLACED
105615,GASKETS,REMOVED & REPLACED
105616,,REATTACHED
105617,A/C,RAN
105618,MIXTURE LINKAGE,REINDEXED
105619,UP A/C,RAN
105620,A/C,RAN
105621,GASKETS,REPLACED
105622,CLAMP,REMOVED & REPLACED
105623,WIRING & CONTROL,"REMOVED, RESECURED"
105624,,INSTALLED
105625,"A/C, PROBLEM",RAN
105626,GASKET,REPLACED
105627,"SEAL, RIVET",SECURED
105628,,
105629,MOUNT,REMOVED
105630,OIL LINE,INSTALLED
105631,GASKETS,REPLACED
105632,GASKETS,REMOVED & REPLACED
105633,BAFFLE SEAL,RESCURED
105634,,COULD
105635,,STARTED
105636,REASSEMBLY,COMPLETED
105637,"ENGINE, OPS & LEAK, CK",RAN
105638,"CYL, PISTON & RINGS",REMOVED
105639,"CK, ENGINE",
105640,UPPER NUTPLATE,REPLACED
105641,,
105642,GASKETS,REPLACED
105643,GASKETS,REMOVED & REPLACED
105644,GASKET,REMOVED & REPLACED
105645,BOLT,SEALED
105646,GASKETS,REMOVED & REPLACED
105647,GASKETS,REMOVED & REPLACED
105648,,INSTALLED
105649,CYL,REMOVED
105650,GASKET,REMOVED & REPLACED
105651,,
105652,GASKET,REMOVED & REPLACED
105653,GASKETS,REMOVED & REPLACED
105654,"SEAL, SECTIONS",REGLUED
105655,SEALANT,
105656,,SEALANT
105657,"ENGINE, BAFFLE",RESECURED
105658,"BAFFLE TIE, WIRE",INSTALLED
105659,ANCHORS,REMOVED & REPLACED
105660,,
105661,GASKET,REMOVED & REPLACED
105662,GASKET,REMOVED & REPLACED
105663,ROCKER ARM & PUSH ROD,REMOVED & REPLACED
105664,ROCKER ARM & PUSH ROD,REMOVED & REPLACED
105665,ROCKER ARM & PUSH ROD,REMOVED & REPLACED
105666,ROCKER ARM & PUSH ROD,REMOVED & REPLACED
105667,A/C,"INSTALLED, COVERS & CLEANED"
105668,A/C,"RAN, RAN ROUGH"
105669,,
105670,"ENGINE TO WARM CYLINDERS, COMPRESSION, CK",RAN
105671,ENGINE & VERIFIED,RAN
105672,"CYLINDER, INSTLLATION",
105673,EXHAUST VALVE,REAMED
105674,BAFFLE & ROCKER COVERS ON CYL,ASSEMBLED
105675,,REMOVING
105676,"EXHAUST, REMOVED",LOWERED
105677,"CYL, PISTON","PREPPED, RINGS &"
105678,CK,
105679,BOLT,SEALED & TORQUED
105680,GASKETS,REMOVED & REPLACED
105681,GASKETS,REMOVED & REPLACED
105682,SILICONE GASKETS,REMOVED & REPLACED
105683,OIL COOLER,REMOVED
105684,GASKETS,REMOVED & REPLACED
105685,"UP A/C, FUEL SMELL",RAN
105686,"A/C., DUPLICATE",RAN
105687,GASKET,REMOVED & REPLACED
105688,GASKETS,INSTALLED
105689,OIL LINES,ROUTED & SECURED
105690,CK,RUN
105691,,
105692,EXHAUST GUIDE,
105693,BAFFLES,COMPLETED
105694,INTAKE GASKETS,REMOVED & REPLACED
105695,GASKET,REMOVED & REPLACED
105696,"OPS & LEAK, CK",
105697,GAKSET,REMOVED & REPLACED
105698,GASKETS,REMOVED & REPLACED
105699,GASKETS,REMOVED & REPLACED
105700,"CYLINDER ASSY, CYLINDER ASSY",REMOVED
105701,GASKET,
105702,CK,
105703,GASKETS,REPLACED
105704,BONE BOLT,CLEANED
105705,,REPLACED
105706,GASKET,REPLACED
105707,CYLINDER,REMOVED & REPLACED
105708,,
105709,GASKET,REMOVED & REPLACED
105710,GASKET,REMOVED & REPLACED
105711,GASKET,REMOVED & REPLACED
105712,GASKETS,REMOVED & REPLACED
105713,SEAL,INSTALLED
105714,"INTAKE GASKET, ENGINE",REMOVED & REPLACED
105715,CLAMPS,REMOVED & REPLACED
105716,,INSPECTED
105717,GASKETS,REMOVED & REPLACED
105718,"A/C., OPS & LEAK, CK",RAN
105719,DISCREPANCY,
105720,BAFFLE,"INSTALLED, ROD & DRAIN"
105721,,REMOVED
105722,"INTAKE,",TORQUED
105723,INSTALLED & TORQUED,
105724,BOTH COWLS,CLEANED
105725,GASKETS,REMOVED & REPLACED
105726,"A/C, PARAMETERS, CK",RAN
105727,GASKET,REMOVED & REPLACED
105728,GASKETS,REMOVED & REPLACED
105729,,
105730,,REMOVED & REPLACED
105731,,
105732,"INTAKE TUBE & INSTALLED, INTAKE TUBE",SWEDGED
105733,GASKETS,REMOVED & REPLACED
105734,DIPSTICK TUBE,REMOVED
105735,PUSH ROD SEAL,"REMOVED & REPLACED, RETAINER & 2"
105736,GASKETS,REMOVED & REPLACED
105737,CK,
105738,GASKET,INSTALLED
105739,MANUAL,INSTALLED
105740,,INSTALLED
105741,"UP A/C, CK",RAN
105742,,
105743,CYLINDER,REMOVED
105744,BAFFLE TIE ROD,ADJUSTED
105745,GASKET,REMOVED & REPLACED
105746,GASKETS,REMOVED & REPLACED
105747,CK,RUN
105748,OIL RETURN,REINSTALLED
105749,CYL,REMOVED
105750,GASKET,REMOVED & REPLACED
105751,GASKET,REPLACED
105752,,"INSTALLED, SCREW"
105753,GASKET,REMOVED & REPLACED
105754,RIVET,"REMOVED, SHEARED, REPLACED"
105755,INTAKE TUBE ASSY,REMOVED
105756,SCREWS,INSTALLED
105757,A/C,RAN
105758,"A/C, CK",RAN
105759,GASKET,REMOVED & REPLACED
105760,GASKET,REMOVED & REPLACED
105761,SCREEN,REPLACED
105762,"UP A/C, IRREGULOR","RAN, SOUNDS"
105763,BAFFLE,"RESECURED, RTV"
105764,GASKETS,REMOVED & REPLACED
105765,GASKETS,REMOVED & REPLACED
105766,,INSTALLED
105767,GROUND,
105768,GASKET,REMOVED & REPLACED
105769,BRACKET,INSTALLED
105770,BRACKET,INSTALLED
105771,GASKET,REMOVED & REPLACED
105772,GASKET,REMOVED & REPLACED
105773,"PLATES, BAFFLE PLU","INSTALLED, REMOVED & REPLACED"
105774,GASKET,REMOVED & REPLACED
105775,GASKET,REMOVED & REPLACED
105776,GASKETS,REMOVED & REPLACED
105777,,
105778,GROUND,
105779,A/C.,STARTED
105780,BAFFLE PLUG,REMOVED & REPLACED
105781,GASKETS,REMOVED & REPLACED
105782,,INSTALLED
105783,INTAKE GASKET,INSTALLED
105784,BAFFLE PLUG,INSTALLED
105785,GASKET,REMOVED & REPLACED
105786,GASKET,REMOVED & REPLACED
105787,SILICONE GASKETS,REMOVED & REPLACED
105788,GASKET,REMOVED & REPLACED
105789,,
105790,BAFFLE ASSY & CLEANED AREA,REMOVED
105791,DAMAGE,THE
105792,BAFFLE SECTION,INSTALLED
105793,W/ SERVICEABLE BRACKET,REPLACED
105794,BOTH GASKETS,REPLACED
105795,BAFFLE PLUGS,INSTALLED
105796,HIGHEST RECORDING,REMOVED SD CARD
105797,RIVET,TIGHTENED
105798,GASKETS,REMOVED & REPLACED
105799,ENGINE,STARTED & RAN
105800,GASKET,REMOVED & REPLACED
105801,GASKET,REMOVED & REPLACED
105802,A/C,"RAN, CARD"
105803,"UP A/C, DISCREPANCY",RAN
105804,A/C,RAN
105805,CARD,RPM
105806,GASKET,REMOVED & REPLACED
105807,RIVETS,REMOVED & REPLACED
105808,,
105809,SCREWS,"REMOVED, RIVETS & REPLACED"
105810,COMPRESSION,TEST
105811,,
105812,"BAFFLES & ALL, CYLINDER",INSTALLED
105813,GASKET,REPLACED
105814,GASKET,REMOVED & REPLACED
105815,GASKETS,REMOVED & REPLACED
105816,GASKETS,REMOVED & REPLACED
105817,GASKET,REMOVED & REPLACED
105818,OPS & LEAK,
105819,EXHAUST VALVE,FOUND
105820,"VALVES, 45/80",STAKED
105821,CYL ASSY & TORQUED,INSTALLED
105822,BLANKET,
105823,INTAKE GASKET,INSTALLED
105824,INTAKE GASKETS,REMOVED & REPLACED
105825,ROCKER COVER SCREW,INSTALLED
105826,CK,
105827,"EXHAUST PUSH, ROD TUBE SEALS",REPLACED
105828,GASKET,REMOVED & REPLACED
105829,GASKET,REMOVED & REPLACED
105830,GASKET,REPLACED
105831,,INSTALLED
105832,"BAFFLE SEAL, RIVETS",SECURED
105833,GASKETS,REMOVED & REPLACED
105834,"A/C, TEMPERATURE",RAN
105835,UP A/C,RAN
105836,"A/C, CK",RAN
105837,"EXHAUST VALVES & SPRINGS, EXHAUST G",DISASSEMBLED
105838,BAFFLE,"REPLACED, TIE ROD"
105839,ENGINE,
105840,CASE,
105841,,INSTALLED
105842,"A/C, CK",RAN
105843,"A/C, CK",RAN
105844,GASKET,REPLACED
105845,CLAMP,REMOVED & REPLACED
105846,"ROD SHROUD TUBE SEALS, KIT",REMOVED 2 PUSH
105847,,
105848,"COMPRESSION, CYL","TEST, HAVE"
105849,INSTALLATION,
105850,GASKETS,REPLACED
105851,GASKETS,REPLACED
105852,CYLINDER,REMOVED
105853,"CYL ASSY, BAFFLES",INSTALLED
105854,BAFFLES & CYLINDER,REMOVED
105855,"CYLINDER ASSY, BAFFLES",INSTALLED
105856,"INSTALLATION, BAFFLES & EXHAUST",
105857,INSTALLATION,BAFFLES & EXHAUST
105858,PLUG,REMOVED & REPLACED
105859,CK,
105860,UP A/C,RAN
105861,EXHAUST GUIDES & REASSEMBLED,"REAMED, REMAINING"
105862,SNIFFLER VALVES,CLEANED
105863,GASKET,REMOVED & REPLACED
105864,CK,
105865,BAFFLE TIE,REMOVED & REPLACED
105866,PROP,"REMOVED, REMOVED & REPLACED"
105867,GASKET,REMOVED & REPLACED
105868,GASKET,INSTALLED
105869,BAFFLE PLUGS,INSTALLED
105870,GASKET,REMOVED & REPLACED
105871,GASKET,REMOVED & REPLACED
105872,BOTH SNIFFLER VALVES,CLEANED
105873,GASKET,REMOVED & REPLACED
105874,"A/C, DISCREP",RAN
105875,,REMOVED
105876,,REMOVED
105877,"BAFFLES, EXHAUST V",DISASSEMBLED
105878,BAFFLE,REPLACED
105879,CK,
105880,"INTAKE IAW LYCOMING, MANUAL",SWEDGED
105881,INTAKE GASKET,REMOVED & REPLACED
105882,"GASKET, SILICONE GASKET",REMOVED & REPLACED
105883,CK,
105884,,RETORQUED
105885,TIES & INSTALLED,REMOVED
105886,"OIL LEAKING FROM, COVERS",
105887,,REMOVED BROKEN BOLT
105888,PLUGS,INSTALLED
105889,REPLACEMENT,
105890,GASKET,REMOVED & REPLACED
105891,GASKET,REMOVED & REPLACED
105892,GASKETS,REMOVED & REPLACED
105893,GROUND,
105894,"UP A/C, CK",RAN
105895,COMPRESSION,TEST
105896,"EXHAUST GUIDE, CK",REAMED
105897,GASKET,INSTALLED
105898,GASKETS,INSTALLED
105899,GASKET,INSTALLED
105900,GRAFTON,
105901,GASKET,REPLACED
105902,INTAKE GASKET,REMOVED & REPLACED
105903,ROCKER COVER GASKET,REPLACED
105904,GASKET,REMOVED & REPLACED
105905,BAFFLE CONNECTOR,FABRICATED
105906,GASKET,REMOVED & REPLACED
105907,BOLT BACK,CLEANED & INSP
105908,GASKET,INSTALLED
105909,BAFFLE,"REPLACED, TIE ROD"
105910,REASSEMBLY,
105911,"A/C, CK",RAN
105912,A/C,"RAN, ROUGH"
105913,COMPRESSION,TEST
105914,ASSY,REPLACED
105915,A/C.,STARTED
105916,REASSEMBLY,CONTINUED
105917,WIRING,REMOVED
105918,"BAFFLES, CYLINDERS & CONNECTI","REMOVED, REMAINING"
105919,ENGINE,RODS &
105920,COMPLETION OF ROCKER INSTALLATION,
105921,PUSH RODS,INSTALLED
105922,"INSTALLATION, ROCKER ARMS (, CLEARANCE",
105923,"ENGINE, CK",RUN SMOOTH
105924,EXHAUST VALVES,REAMED
105925,GASKET,REMOVED & REPLACED
105926,UP A/C,RAN
105927,COWL,REMOVED
105928,COMPONENTS,
105929,ENGINE,REMOVED
105930,"SPARK PLUGS, OIL",REMOVED
105931,ROUTING,
105932,INSTALLATION,
105933,,"INSTALLED, RODS"
105934,"BOLT, CASE",
105935,"BAFFLE, BAFFLE",REMOVED
105936,,REMOVED & REPLACED
105937,GASKETS,REMOVED & REPLACED
105938,GASKETS,REMOVED & REPLACED
105939,"COMPRESSION, CK, CYLINDERS",
105940,GASKETS,REPLACED
105941,A/C,RAN
105942,,TIGHTENED & RESAFETIED
105943,GASKET,REMOVED & REPLACED
105944,"UP A/C, CK",RAN
105945,,
105946,"REMOVAL, ENGINE, BAFFLES &",
105947,BAFFLES,
105948,BUILD,
105949,"INSTALLATION, OIL & ELECTRICAL LINES",
105950,"-OILED, ENGINE",
105951,IDLE,INSTALLED
105952,GASKET,REPLACED
105953,BAFFLE SEAL,REATTACHED
105954,"OIL RETURN LINE, CLAMP",TIGHTENED
105955,,FABRICATED
105956,GASKET,REMOVED & REPLACED
105957,INTAKE GASKETS,INSTALLED
105958,OIL CHANGE & FILTER,"INSP, REQUIRE"
105959,,"TIGHTENED, SCREW"
105960,GASKET,REMOVED & REPLACED
105961,GASKETS,REMOVED & REPLACED
105962,GASKET,REMOVED & REPLACED
105963,GASKETS,REMOVED & REPLACED
