IDENT,PROBLEM,PROBLEM_TYPE,LOCATION,PROBLEM_PART,TAGGEDPROBLEM,EFFECT,ACTION,ACTION_TYPE,INSTALL/REPLACE WITH,ACTION_PART,TAGGEDACTION,CAUSE
105321,"AFTER ENGINE START, THERE WAS ENGINE VIBRATION. SUSPECT CYLINDER",OK,ENGINE CYLINDER,,VIBRATION,,"REMOVED #4 CYLINDER ASSY, BEGAN INSTALLATION OF NEW CYLINDER #4.",,NEW,"#4 CYLINDER ASSY,CYLINDER","REMOVED,INSTALLATION OF",
105322,"AFTER ENGINE START, THERE WAS ENGINE VIBRATION. SUSPECT CYLINDER",OK,ENGINE CYLINDER,,VIBRATION,,CYLINDER INSTALLATION DONE IAW LYCOMING OVERHAUL MANUAL. A/C,,,"CYLINDER, A/C",INSTALLATION DONE,
105323,"AFTER ENGINE START, THERE WAS ENGINE VIBRATION. SUSPECT CYLINDER",OK,ENGINE CYLINDER,,VIBRATION,,FINISHED INSTALLATION OF CYL. INSTALLED PUSH RODS & ROC,,,"CYL, PUSH RODS, ROC",INSTALLED & INSTALLED,
105324,#4 ROCKER COVER GASKET IS LEAKING.,OK,#4,ROCKER COVER GASKET,LEAKING,,REMOVED & REPLACED GASKET.,,,GASKET,REMOVED & REPLACED,
105325,#3 INTAKE GASKET IS LEAKING.,OK,#3,INTAKE GASKET,LEAKING,,REPLACED GASKET.,,,GASKET,REPLACED,
105326,ALL ROCKER COVER GASKETS LEAK.,OK,ALL,ROCKER COVER GASKETS,LEAK,,REMOVED & REPLACED ALL ROCKER COVER GASKETS.,,,ROCKER COVER GASKETS,REMOVED & REPLACED,
105327,SCREW MISSING ON #2 ROCKER COVER.,OK,#2,ROCKER COVER SCREW,MISSING,,REPLACED WITH NEW SCREW.,,NEW,SCREW,REPLACED,
105328,"DURING STEEP TURNS, ENGINE BEGAN TO STRUGGLE & COUGHED OFTEN",OK,ENGINE,,STRUGGLE & COUGHED,,REMOVED BOTTOM PLUGS & #4 CYLINDER TOP PLUG; BORE SCOPED #4,,,"BOTTOM PLUGS, CYLINDER TOP PLUG, #4",REMOVED; BORE SCOPED,
105329,"DURING STEEP TURNS, ENGINE BEGAN TO STRUGGLE & COUGHED OFTEN",OK,ENGINE,,STRUGGLE & COUGHED,,"BLED LIFTER, REINSTALLED WITH NEW PUSH ROD SEALS. REINSTA",,NEW,"LIFTER, PUSH ROD SEALS","BLED, REINSTALLED",
105330,"DURING STEEP TURNS, ENGINE BEGAN TO STRUGGLE & COUGHED OFTEN",OK,ENGINE,,STRUGGLE & COUGHED,,"PERFORMED GROUND RUN, VERIFIED ENGINE RAN WITH A SLIGHT M",,,ENGINE,GROUND RUN & VERIFIED,
105331,"DURING STEEP TURNS, ENGINE BEGAN TO STRUGGLE & COUGHED OFTEN",OK,ENGINE,,STRUGGLE & COUGHED,,"INSTALLED -28 EXHAUST VALVE PUSH ROD, CLEARANCE CHECK G",,-28,"EXHAUST VALVE PUSH ROD, CLEARANCE","INSTALLED, CHECK",
105332,"DURING STEEP TURNS, ENGINE BEGAN TO STRUGGLE & COUGHED OFTEN",OK,ENGINE,,STRUGGLE & COUGHED,,"FINISHED REINSTALLATION OF PLUGS, LEADS & #4 ROCKER COV",,,"PLUGS, LEADS, ROCKER COV",FINISHED REINSTALLATION,
105333,OIL COOLER CLOGGED (DIRTY BETWEEN FINS).,OK,,OIL COOLER,CLOGGED,,REMOVED CLOG.,,,CLOG,REMOVED,
105334,DURING LATE TAKEOFF ROLL & PATTERN; ENGINE SOUNDED LIKE IT W,DIFFICULT,,,,,"RAN A/C, CONFIRMED DISCREP. PERFORMED COMPRESSION CK, F",,,"A/C, DISCREPANCY, COMPRESSION","RAN, CONFIRMED, CK",
105335,DURING LATE TAKEOFF ROLL & PATTERN; ENGINE SOUNDED LIKE IT W,DIFFICULT,,,,,"REMOVED BAFFLING, #2 INTAKE, #2 EXHAUST, #2 INJECTOR LI",,,"BAFFLING, INTAKE, EXHAUST, INJECTOR",REMOVED,
105336,OIL TEMPERATURE LIGHT INOP.,OK,,OIL TEMPERATURE LIGHT,INOP,,REINSTALLED LAMP IN BACK OF GAUGE. OPS CHECK GOOD.,,,"LAMP , OPS","REINSTALLED , CHECKED",
105337,L/H ENGINE DATA PLATE RIVETS MISSING.,OK,L/H ENGINE,DATA PLATE RIVETS,MISSING,,INSTALLED NEW RIVETS.,,NEW,RIVETS,INSTALLED,
105338,"IN CRUISE, ON WAY TO PRACTICE AREA, ENGINE RPM DROPPED & THE",OK,ENGINE,RPM,DROP,,"RAN A/C, ALL CHECKS GOOD.",,,A/C,RAN,
105339,FORWARD LOWER BLACK SEAL HAS WORN SPOTS FORM INTAKE FILTER BRACKET,OK,FORWARD LOWER,BLACK SEAL,WORN,,APPLIED BLACK SILICONE TO BAFFLE SEAL.,,,BAFFLE SEAL,APPLIED,
105340,"#2, 3 & 4 INTAKE GASKETS ARE LEAKING.",OK,"#2, 3 & 4",INTAKE GASKETS,LEAKING,,REPLACED GASKETS.,,,GASKETS,REPLACED,
105341,LARGE PUDDLE OF LIQUID UNDER ENGINE.,OK,UNDER ENGINE,,LIQUID,,"REMOVED COWLING. WASHED ENGINE & COWLS, RAN A/C FOUND N",,,"COWLING, ENGINE, COWLS, A/C","REMOVED, WASHED, WASHED, RAN",
105342,"ON START UP, ENGINE RAN VERY ROUGH. TRIED TO INCREASE POWER",OK,ENGINE,,ROUGH,,"PERFORMED GROUND RUN, VERIFIED DISCREP: RAN ROUGH IN AL",,,DISCREP,"GROUND RUN, VERIFIED",
105343,"ON START UP, ENGINE RAN VERY ROUGH. TRIED TO INCREASE POWER",OK,ENGINE,,ROUGH,,PERFORMED COMPRESSION CK: #3 CYLINDER HAD ZERO PSI. REAMED A,,,COMPRESSION,"CK , REAMED",
105344,"AFTER ENGINE START UP, NOTICED VIBRATION & ROUGH RUNNING ENGINE",OK,ENGINE,,VIBRATION & ROUGH,,"RUN UP, LEAK CHECK GOOD.",,,LEAK,"RUN , CHECK",
105345,"AFTER ENGINE START UP, NOTICED VIBRATION & ROUGH RUNNING ENGINE",OK,ENGINE,,VIBRATION & ROUGH,,REMOVED & REPLACED CYLINDER #3 WITH NEW IAW LYCOMING OVERHAUL,,IAW LYCOMING OVERHAUL,CYLINDER,REMOVED & REPLACED,
105346,"AFTER ENGINE START UP, NOTICED VIBRATION & ROUGH RUNNING ENGINE",OK,ENGINE,,VIBRATION & ROUGH,,"PERFORMED GROUND RUN, ENGINE RAN ROUGH. MAGNETOS SWITCH SELE",,,,GROUND RUN,
105347,"AFTER ENGINE START UP, NOTICED VIBRATION & ROUGH RUNNING ENGINE",OK,ENGINE,,VIBRATION & ROUGH,,REAMED #1 & 4 EXHAUST VALVE GUIDES IAW LYCOMING,,,EXHAUST VALVE GUIDES,REAMED,
105348,L/H #2 INTAKE LEAKING.,OK,L/H #2,INTAKE,LEAKING,,REPLACED INTAKE GASKET.,,,INTAKE GASKET,REPLACED,
105349,R/H #2 INTAKE LEAKING.,OK,R/H #2,INTAKE,LEAKING,,REPLACED INTAKE GASKET.,,,INTAKE GASKET,REPLACED,
105350,#3 INTAKE TUBE GASKET LEAKING.,OK,#3,INTAKE TUBE GASKET,LEAKING,,INSTALLED NEW INTAKE GASKET.,,NEW,INTAKE GASKET,INSTALLED,
105351,#3 BAFFLE BRACKET MISSING HARDWARE.,OK,#3,BAFFLE BRACKET HARDWARE,MISSING,,REINSTALLED HARDWARE.,,,HARDWARE,REINSTALLED,
105352,BOTH BAFFLE PLUGS DAMAGED.,OK,BOTH,BAFFLE PLUGS,DAMAGED,,REMOVED & REPLACED BAFFLE PLUGS.,,,BAFFLE PLUGS,REMOVED & REPLACED,
105353,TOP CASE BOLT LEAKING.,OK,TOP CASE,BOLT,LEAKING,,"SEALED BOLT, LEAK CHECK GOOD.",,,"BOLT, LEAK","SEALED, CHECK",
105354,BOTH BAFFLE PLUGS DAMAGED.,OK,BOTH,BAFFLE PLUGS,DAMAGED,,REPLACED WITH NEW BAFFLE PLUGS.,,NEW,BAFFLE PLUGS,REPLACED,
105355,#2 INTAKE GASKET LEAKS.,OK,#2,INTAKE GASKET,LEAKS,,REMOVED & REPLACED WITH NEW GASKET.,,NEW,GASKET,REMOVED & REPLACED,
105356,#3 INTAKE TUBE GASKET LEAKING.,OK,#3,INTAKE TUBE GASKET,LEAKING,,REMOVED & REPLACED GASKET.,,,GASKET,REMOVED & REPLACED,
105357,#1 CYLINDER BAFFLE IS CRACKED.,OK,#1 CYLINDER,BAFFLE,CRACKED,,FABRICATED PATCH WITH LIKE MATERIAL & RIVETED IAW,,LIKE MATERIAL,PATCH,FABRICATED & RIVETED,
105358,OIL COOLER DIRTY.,OK,,OIL COOLER,DIRTY,,CLEANED COOLER.,,,COOLER,CLEANED,
105359,"BAFFLE SEAL LOOSE, FORWARD OF #1 CYL.",OK,FORWARD OF #1 CYL,BAFFLE SEAL,LOOSE,,REATTACHED BAFFLE.,,,BAFFLE,REATTACHED,
105360,R/H ENGINE FIRE SEAL LOOSE ON BOTTOM COWL.,OK,R/H ENGINE ON BOTTOM COWL,FIRE SEAL,LOOSE,,RESECURED SEAL.,,,SEAL,RESECURED,
105361,"SILICONE NEEDED ON TOP OF OIL COOLER, AGAINST COWL.",OK,"TOP,  AGAINST COWL",OIL COOLER,NEED PROBLEM,,APPLIED SILICONE.,,,SILICONE,APPLIED,
105362,L/H ENGINE I/B INTAKE SCREEN PANEL CHAFING.,OK,L/H ENGINE I/B,INTAKE SCREEN PANEL,CHAFING,,APPLIED CHAFE TAPE TO PANEL.,,,PANEL,APPLIED,
105363,COWLING SEAL NEEDS TO BE RESECURED (LOWER AFT).,OK,LOWER AFT,COWLING SEAL,NEED PROBLEM,,RESECURED SEAL ON L/H LOWER AFT COWLING.,,,SEAL,RESECURED,
105364,"GROUND POWER CHECK NEEDED, L/H & R/H ENGINES.",OK,L/H & R/H ENGINES,,NEED PROBLEM,,"CAPPED BLEED - PERFORMED GROUND POWER PERFORMANCE CK, S",,,"BLEED, GROUND POWER PERFORMANCE","CAPPED, CK",
105365,LOWER FORWARD ENGINE COWL NEEDS DOUBLER ON GUIDE HOLE FOR TOP CO,OK,LOWER FORWARD ENGINE,COWL,NEED PROBLEM,,INSTALLED DOUBLER ON I/B AFT ALIGNMENT PIN HOLE.,,,DOUBLER,INSTALLED,
105366,VERIFY CONDITION OF R/H ENGINE FOR MISMATCH WITH L/H ENGINE.,OK,R/H ENGINE & L/H ENGINE,,MISMATCH,,"REMOVED POWER SECTION FROM R/H ENGINE, VISUALLY INSPECT",,,POWER SECTION,REMOVED & INSPECTED,
105367,R/H BAFFLE TIE BROKEN.,OK,R/H,BAFFLE TIE,BROKEN,,REMOVED & REPLACED BAFFLE TIE.,,,BAFFLE TIE,REMOVED & REPLACED,
105368,BOTH BAFFLE PLUGS DAMAGED.,OK,BOTH,BAFFLE PLUGS,DAMAGED,,REMOVED & REPLACED BAFFLE PLUGS.,,,BAFFLE PLUGS,REMOVED & REPLACED,
105369,#2 INTAKE IS MISSING OUTER NUT.,OK,#2,INTAKE OUTER NUT,MISSING,,INSTALLED BAFFLE.,,,BAFFLE,INSTALLED,
105370,#2 INTAKE IS MISSING OUTER NUT.,OK,#2,INTAKE OUTER NUT,MISSING,,"REMOVED L/H UPPER BAFFLE, L/H MUFFLER. REPLACED #2 INTA",,,"UPPER BAFFLE, MUFFLER, INTAKE","REMOVED, REPLACED",
105371,#1 & 2 ROCKER GASKETS LEAKING.,OK,#1 & 2,ROCKER GASKETS,LEAKING,,REPLACED GASKETS.,,,GASKETS,REPLACED,
105372,#2 & 4 INTAKE GASKETS LEAKING.,OK,#2 & 4,INTAKE GASKETS,LEAKING,,REPLACED GASKETS.,,,GASKETS,REPLACED,
105373,#2 CYLINDER ROCKER COVER SEAL LEAKS.,OK,#2 CYLINDER,ROCKER COVER SEAL,LEAKS,,LEAK CHECK GOOD.,,,LEAK,CHECK,
105374,#2 CYLINDER ROCKER COVER SEAL LEAKS.,OK,#2 CYLINDER,ROCKER COVER SEAL,LEAKS,,REPLACED GASKET.,,,GASKET,REPLACED,
105375,"ENGINE GROUNDING BOLT, BY OIL TUBE, LOOSE.",OK,ENGINE BY OIL TUBE,GROUNDING BOLT,LOOSE,,TIGHTENED BOLT.,,,BOLT,TIGHTENED,
105376,ALL 4 INTAKES LEAKING ON R/H ENGINE.,OK,ALL 4 ON R/H ENGINE,INTAKES,LEAKING,,REMOVED & REPLACED GASKETS.,,,GASKETS,REMOVED & REPLACED,
105377,"#2, 3, 4 INTAKES LEAKING ON L/H ENGINE.",OK,"#2, 3, 4 ON L/H ENGINE",INTAKES,LEAKING,,REMOVED & REPLACED WITH NEW GASKETS.,,NEW,GASKETS,REMOVED & REPLACED,
105378,#2 INTAKE GASKET LEAKING.,OK,#2,INTAKE GASKET,LEAKING,,REMOVED & REPLACED GASKET.,,,GASKET,REMOVED & REPLACED,
105379,MOMENTARILY EXCEEDED 2700 RPM DURING RECOVERY OF SIMULATED E,OK,,RPM,EXCEEDED,,REVIEWED FLIGHT DATA MONITORING CARD. FOUND OVERSPEED T,,,FLIGHT DATA MONITORING CARD,"REVIEWED , FOUND",OVERSPEED 
105380,"L/H ENGINE CYLINDER #3, 2 & 4 INTAKE GASKETS ARE LEAKING.",OK,"L/H ENGINE CYLINDER #3, 2 & 4",INTAKE GASKETS,LEAKING,,REPLACED GASKETS.,,,GASKETS,REPLACED,
105381,"R/H ENGINE CYLINDER #2, 3 & 4 INTAKE GASKETS ARE LEAKING.",OK,"R/H ENGINE CYLINDER #2, 3 & 4",INTAKE GASKETS,LEAKING,,REPLACED #2 GASKET.,,,GASKET,REPLACED,
105382,"R/H ENGINE CYLINDER #2, 3 & 4 INTAKE GASKETS ARE LEAKING.",OK,"R/H ENGINE CYLINDER #2, 3 & 4",INTAKE GASKETS,LEAKING,,REPLACED #3 & 4 GASKETS.,,,GASKETS,REPLACED,
105383,R/H ENGINE CYLINDER #2 HAS POSSIBLE CRACK BY INTAKE PORT.,OK,R/H ENGINE CYLINDER #2,INTAKE PORT,CRACK,,"INSPECTED, PERFORMED DYE PE INSP; VERIFIED TO NOT BE CR",,,DYE PE,"INSPECTED , VERIFIED",
105384,DURING FLIGHT A/C WOULD INTERMITTENTLY LOSE POWER ON L/H ENGINE,OK,L/H ENGINE,,POWER PROBLEM,,BORESCOPED #1 CYLINDER FOR VALVE CONTACT WITH PISTON FOR POSSI,,,#1 CYLINDER,BORESCOPED,
105385,#2 INTAKE GASKET LEAKING.,OK,#2,INTAKE GASKET,LEAKING,,REMOVED & REPLACED WITH NEW GASKET.,,NEW,GASKET,REMOVED & REPLACED,
105386,"DURING ENGINE START & ENGINE RUNNING, THERE WERE VIBRATION S",OK,ENGINE,,VIBRATION,,"PERFORMED GROUND, NO DEFECTS NOTED. ALL ENGINE GROUND R",,,,,
105387,"DURING ENGINE START & ENGINE RUNNING, THERE WERE VIBRATION S",OK,ENGINE,,VIBRATION,,"FOR ENGINE CHANGE. RAN ENGINE, NO DEFE",,,ENGINE,RAN,
105388,ENGINE GROUNDIN STRAP BOLT LOOSE.,OK,ENGINE,GROUNDIN STRAP BOLT,LOOSE,,TIGHTENED BOLT.,,,BOLT,TIGHTENED,
105389,FOREIGN OBJECT DAMAGE AFT OF SPINNER,OK,AFT OF SPINNER,FOREIGN OBJECT,DAMAGE,,REMOVED FOREIGN OBJECT DAMAGE,,,FOREIGN OBJECT DAMAGE,REMOVED,
105390,SCREW MISSING FROM #3 ROCKER COVER,OK,#3,ROCKER COVER SCREW,MISSING,,REINSTALLED SCREW,,,SCREW,REINSTALLED,
105391,CYLINDER #4 INTAKE GASKET IS LEAKING.,OK,CYLINDER #4,INTAKE GASKET,LEAKING,,REMOVED & REPLACED GASKET WITH NEW.,,NEW,GASKET,REMOVED & REPLACED,
105392,#4 INTAKE LEAKING.,OK,#4,INTAKE,LEAKING,,REMOVED & REPLACED GASKET.,,,GASKET,REMOVED & REPLACED,
105393,#2 INTAKE GASKET LEAKING.,OK,#2,INTAKE GASKET,LEAKING,,REPLACED GASKET.,,,GASKET,REPLACED,
105394,SCREW MISSING ON #3 CYLINDER BAFFLING.,OK,#3 CYLINDER,BAFFLING SCREW,MISSING,,REPLACED SCREW.,,,SCREW,REPLACED,
105395,BAFFLE SEAL NEEDS TO BE SECURED ON #1 CYL.,OK,#1 CYL,BAFFLE SEAL,NEED PROBLEM,,SECURED BAFFLE SEAL.,,,BAFFLE SEAL,SECURED,
105396,#3 INTAKE GASKET LEAKS.,OK,#3,INTAKE GASKET,LEAKS,,REMOVED & REPLACED GASKET.,,,GASKET,REMOVED & REPLACED,
105397,#1 BAFFLE IS CRACKED.,OK,#1,BAFFLE,CRACKED,,FABRICATED & INSTALLED PATCH ON BAFFLE WITH LIKE MATERIAL,,LIKE MATERIAL,BAFFLE,FABRICATED & INSTALLED PATCH ON,
105398,#4 OIL RETURN TUBE HOSE CLAMPS LOOSE.,OK,#4,OIL RETURN TUBE HOSE CLAMPS,LOOSE,,TIGHTENED HOSE CLAMPS.,,,HOSE CLAMPS,TIGHTENED,
105399,R/H ENGINE CYLINDER #3 INTAKE GASKET IS LEAKING.,OK,R/H ENGINE CYLINDER #3,INTAKE GASKET,LEAKING,,REMOVED & REPLACED INTAKE GASKET.,,,INTAKE GASKET,REMOVED & REPLACED,
105400,BOTH BAFFLE PLUGS DAMAGED.,OK,BOTH,BAFFLE PLUGS,DAMAGED,,REMOVED & REPLACED BAFFLE PLUGS.,,,BAFFLE PLUGS,REMOVED & REPLACED,
105401,#3 INTAKE LEAKING.,OK,#3,INTAKE,LEAKING,,REMOVED & REPLACED GASKET.,,,GASKET,REMOVED & REPLACED,
105402,BOTH ENGINES #2 INTAKES ARE LEAKING.,OK,BOTH ENGINES #2,INTAKES,LEAKING,,REPLACED L/H INTAKE GASKET.,,,INTAKE GASKET,REPLACED,
105403,BOTH ENGINES #2 INTAKES ARE LEAKING.,OK,BOTH ENGINES #2,INTAKES,LEAKING,,REMOVED & REPLACED R/H GASKET.,,,GASKET,REMOVED & REPLACED,
105404,BAFFLE SEAL ON #1 CYLINDER NEEDS TO BE SECURED.,OK,#1 CYLINDER,BAFFLE SEAL,NEED PROBLEM,,SECURED BAFFLE SEAL.,,,BAFFLE SEAL,SECURED,
105405,#3 ROCKER COVER GASKET LEAKS.,OK,#3,ROCKER COVER GASKET,LEAKS,,REMOVED & REPLACED GASKET.,,,GASKET,REMOVED & REPLACED,
105406,#2 ROCKER COVER LEAKING.,OK,#2,ROCKER COVER,LEAKING,,REPLACED GASKET.,,,GASKET,REPLACED,
105407,#2 & 4 INTAKE GASKETS ARE LEAKING.,OK,#2 & 4,INTAKE GASKETS,LEAKING,,REPLACED GASKETS.,,,GASKETS,REPLACED,
105408,"R/H ENGINE INTAKES 2, 3, 4 GASKETS LEAKING.",OK,"R/H ENGINE 2, 3, 4",INTAKE GASKETS,LEAKING,,REMOVED & REPLACED WITH NEW GASKETS.,,NEW,GASKETS,REMOVED & REPLACED,
105409,L/H BOTTOM OF OIL COOLER NEEDS TO BE SEALED UP.,OK,L/H BOTTOM,OIL COOLER,NEED PROBLEM,,SEALED BOTTOM L/H OIL COOLER GAP WITH SILICONE.,,SILICONE,OIL COOLER GAP,SEALED,
105410,"INTAKE 2, 3 & 4 LEAKING ON L/H ENGINE.",OK,"2 , 3 & 4 ON L/H ENGINE",INTAKE,LEAKING,,REMOVED & REPLACED GASKETS.,,,GASKETS,REMOVED & REPLACED,
105411,"R/H ENGINE CYLINDER #1, 3, 4 INTAKE GASKETS ARE LEAKING.",OK,"R/H ENGINE CYLINDER #1, 3, 4",INTAKE GASKETS,LEAKING,,REMOVED & REPLACED GASKETS.,,,GASKETS,REMOVED & REPLACED,
105412,ALL 4 ROCKER COVERS LEAKING.,OK,ALL 4,ROCKER COVERS,LEAKING,,REPLACED GASKETS.,,,GASKETS,REPLACED,
105413,OIL ON CRANKSHAFT PLUG.,OK,CRANKSHAFT PLUG,OIL,,,CLEANED & SEALED PLUG.,,,PLUG,CLEANED & SEALED,
105414,OIL ON CRANKSHAFT PLUG.,OK,CRANKSHAFT PLUG,OIL,,,LEAK CHECK GOOD. REINSTALLED SPINNER.,,,"LEAK, SPINNER","CHECK, REINSTALLED",
105415,"#1, 2, 4 INTAKE GASKETS LEAKING.",OK,"#1, 2, 4",INTAKE GASKETS,LEAKING,,REMOVED & REPLACED GASKETS.,,,GASKETS,REMOVED & REPLACED,
105416,CRANKSHAFT SEAL SHOWS SIGNS OF LEAKING.,OK,,CRANKSHAFT SEAL,LEAKING,,"REMOVED PROP, RING GEAR. REMOVED OLD CRANKSHAFT SEAL, C",,OLD,"PROP,RING GEAR,CRANKSHAFT SEAL","REMOVED,REMOVED,REMOVED",
105417,CRANKSHAFT SEAL SHOWS SIGNS OF LEAKING.,OK,,CRANKSHAFT SEAL,LEAKING,,"INSTALLED RING GEAR & PROP, TORQUED TO SPECS & SAFETIED",,,"RING GEAR, PROP",INSTALLED & TORQUED & SAFETIED,
105418,#3 BAFFLE BRACKET IS CRACKED.,OK,#3,BAFFLE BRACKET,CRACKED,,FABRICATED & INSTALLED NEW BRACKET.,,NEW,BRACKET,FABRICATED & INSTALLED,
105419,BAFFLE IS CRACKED AT LOWER O/B OIL COOLER BOLT.,OK,LOWER O/B OIL COOLER BOLT,BAFFLE,CRACKED,,STOP DRILLED CRACK.,,,DRILLED CRACK,STOP,
105420,ALL 4 ROCKER COVER GASKETS NEED TO BE REPLACED.,OK,ALL 4,ROCKER COVER GASKETS,NEED PROBLEM,,REPLACED GASKETS.,,REPLACED,GASKETS,REPLACED,
105421,EXPERIENCED SEVERE ENGINE ROUGHNESS WHILE ON LONG FINAL.,OK,ENGINE,,ROUGHNESS,,"REAMED EXHAUST VALVE GUIDES 1, 2, & 4 CYLS.",,,EXHAUST VALVE GUIDES,REAMED,
105422,EXPERIENCED SEVERE ENGINE ROUGHNESS WHILE ON LONG FINAL.,OK,ENGINE,,ROUGHNESS,,"PERFORMED GROUND RUN, OPS & LEAK CHECK GOOD.",,,OPS & LEAK,"GROUND RUN , CHECK",
105423,EXPERIENCED SEVERE ENGINE ROUGHNESS WHILE ON LONG FINAL.,OK,ENGINE,,ROUGHNESS,,"FOUND STUCK EXHAUST VALVE, #3 CYLINDER & BENT BUSH ROD. REMO",,,"EXHAUST VALVE, BUSH ROD","FOUND , REMO","STUCK EXHAUST VALVE, #3 CYLINDER & BENT BUSH ROD."
105424,#2 INTAKE LEAKING.,OK,#2,INTAKE,LEAKING,,REPLACED GASKET.,,,GASKET,REPLACED,
105425,#2 ROCKER COVER LEAKING.,OK,#2,ROCKER COVER,LEAKING,,REMOVED & REPLACED GASKET.,,,GASKET,REMOVED & REPLACED,
105426,#3 INTAKE LEAKING.,OK,#3,INTAKE,LEAKING,,REPLACED GASKET.,,,GASKET,REPLACED,
105427,#2 & 4 INTAKE LEAKING.,OK,#2 & 4,INTAKE,LEAKING,,REMOVED & REPLACED GASKETS.,,,GASKETS,REMOVED & REPLACED,
105428,#2 INTAKE GASKET LEAKING.,OK,#2,INTAKE GASKET,LEAKING,,REPLACED INTAKE GASKET.,,,INTAKE GASKET,REPLACED,
105429,#3 INTAKE LEAKING ON R/H ENGINE.,OK,#3 ON R/H ENGINE,INTAKE,LEAKING,,REPLACED GASKET.,,,GASKET,REPLACED,
105430,"IDLES EXTREMELY ROUGH, AROUND 400 RPM.",OK,,IDEL,ROUGH,,"PERFORMED GROUND RUN, MADE SEASONAL ADJUSTMENT TO IDLE",,,IDLE,"GROUND RUN , ADJUSTMENT",
105431,#3 ROCKER COVER GASKET LEAKS.,OK,#3,ROCKER COVER GASKET,LEAKS,,REMOVED & REPLACED GASKET.,,,GASKET,REMOVED & REPLACED,
105432,LOOSE POP RIVET #3 CYLINDER BRACKET.,OK,#3 CYLINDER,BRACKET POP RIVET,LOOSE,,REMOVED & REPLACED POP RIVET.,,,POP RIVET,REMOVED & REPLACED,
105433,"FERROUS CHIP ABOUT 1/8"" LONG, FOUND IN SUCTION SCREEN.",OK,SUCTION SCREEN,FERROUS CHIP,FOUND,,CHIP SENT TO LYCOMING FOR ANAYLSIS.,,,CHIP,SENT,
105434,PROP RIVETS LOOSE ON R/H FORWARD SIDE OF ENGINE BAFFLE.,OK,R/H FORWARD SIDE OF ENGINE,BAFFLE PROP RIVETS,LOOSE,,REMOVED & REPLACED LOOSE RIVETS WITH SCREWS ON R/H FORWARD EN,,SCREWS,"RIVETS, SCREWS",REMOVED & REPLACED,
105435,"FERROUS CHIP ABOUT 1/8"" LONG, FOUND IN SUCTION SCREEN.",OK,SUCTION SCREEN,FERROUS CHIP,FOUND,,OIL CHANGE IN 10 HRS. INSTRUCTED FROM LYCOMING DUE @ 22,,,OIL,CHANGE,
105436,"GROUNDING STRAP ON ENGINE, LOOSE BOLT.",OK,ENGINE,GROUNDING STRAP BOLT,LOOSE,,TIGHTENED BOLT.,,,BOLT,TIGHTENED,
105437,"LOWER FORWARD BLACK SEAL, ABOVE ENGINE FILTER, WORN SPOTS.",OK,"LOWER FORWARD, ABOVE ENGINE FILTER",BLACK SEAL,WORN,,INSTALLED BLACK RTV IN WORN AREAS.,,,RTV,INSTALLED,
105438,#2 INTAKE GASKET LEAKS ON L/H ENGINE.,OK,#2 ON L/H ENGINE,INTAKE GASKET,LEAKS,,REMOVED & REPLACED GASKET.,,,GASKET,REMOVED & REPLACED,
105439,INTAKES #2 & 4 LEAKING ON R/H ENGINE.,OK,#2 & 4 ON R/H ENGINE,INTAKES,LEAKING,,REMOVED & REPLACED GASKETS.,,,GASKETS,REMOVED & REPLACED,
105440,2 PHENOLIC SPACERS BROKEN ON THROTTLE CONTROL QUADRANT.,OK,2,PHENOLIC SPACERS,BROKEN,,REMOVED & REPLACED SPACERS.,,,SPACERS,REMOVED & REPLACED,
105441,#1 CYLINDER ON R/H ENGINE SUSPECT CRACKED.,OK,#1 CYLINDER ON R/H ENGINE,,CRACKED,,"REMOVED BAFFLE, MUFFLER, OIL RETURN LINE, CYLINDER & PISTON.",,,"BAFFLE, MUFFLER, OIL RETURN LINE, CYLINDER & PISTON",REMOVED,
105442,#1 CYLINDER ON R/H ENGINE SUSPECT CRACKED.,OK,#1 CYLINDER ON R/H ENGINE,,CRACKED,,"INSTALLED NEW CYLINDER ASSY. TORQUED TO CASE, DRY TAPPET CLE",,NEW,CYLINDER ASSY,INSTALLED & TORQUED & DRY,
105443,#1 CYLINDER ROCKER COVER GASKET LEAKS.,OK,#1 CYLINDER,ROCKER COVER GASKET,LEAKS,,REMOVED & REPLACD GASKET.,,,GASKET,REMOVED & REPLACD,
105444,#2 INTAKE LEAKING ON L/H ENGINE.,OK,#2 ON L/H ENGINE,INTAKE,LEAKING,,REMOVED & REPLACED INTAKE GASKET.,,,INTAKE GASKET,REMOVED & REPLACED,
105445,ALL SPARK PLUGS WORN.,OK,ALL,SPARK PLUGS,WORN,,REPLACED PLUGS.,,,PLUGS,REPLACED,
105446,"ENGINE RPM DROPPED 200-300 RPM SUDDENLY, ACCOMPANIED BY STRO",OK,ENGINE,RPM,DROP,,FOR MX FLIGHT.,,,,,
105447,"ENGINE RPM DROPPED 200-300 RPM SUDDENLY, ACCOMPANIED BY STRO",OK,ENGINE,RPM,DROP,,"COMPLETED , OPS & LEAK CHECK GOOD.",,,OPS & LEAK,"COMPLETED, CHECK",
105448,"ENGINE RPM DROPPED 200-300 RPM SUDDENLY, ACCOMPANIED BY STRO",OK,ENGINE,RPM,DROP,,"REMOVED SIDE BAFFLES, BEGAN PERFORMING LYCOMING",,,SIDE BAFFLES,REMOVED,
