IDENT,PROBLEM,TYPE,LOCATION,PART,TAGEDPROBLEM,ACTION,TYPE,WITH,INSTALL TYPE,ACTIONPART,TAGGEDACTION,CAUSE
105579,#3 CYLINDER EXHAUST GAS TEMPERATURE LOW ON RUN UP WITH ROUGH RUNNING ENGINE AFTER START,Ok,#3 CYLINDER,EXHAUST GAS TEMPERATURE,RUN ROUGH,"PERFORMED COMPRESSION CK, FOUND #3 CYLINDER LOW. REMOVED CYLINDER",,,,"COMPRESSION, CYLINDER","CHECKED,  FOUND & REMOVED",FOUND #3 CYLINDER LOW
105580,CK #1 & 3 OIL DRAIN TUBES; CHAFED BY ANTI-CHAFE.,Ok,CK #1 & 3,OIL DRAIN TUBES,CHAFING,"REMOVED HARDENED CHAFE WRAP, WEAR W/IN ACCEPTABLE LIMIT",,,,"CHAFE WRAP, W/IN ACCEPTABLE LIMIT",REMOVED & WEAR,
105581,#2 ROCKER COVER GASKET IS LEAKING.,Ok,#2,ROCKER COVER GASKET,LEAKING,REPLACED GASKET.,,,,GASKET,REPLACED,
105582,ALL BOLTS FOR GROUNDING STRAPS FOR ENGINE & FIREWALL TO FRAME L,DIFFICULT,,,,TIGHTENED ALL BOLTS.,,,,BOLT,TIGHTENED,
105583,#2 CYLINDER FORWARD BAFFLE HAS HOLE IN IT.,Ok,#2 CYLINDER FORWARD,BAFFLE,HOLE,FABRICATED PATCH WITH LIKE MATERIAL & RIVETED IAW,,WITH LIKE MATERIAL ,,"PATCH , IAW","FABRICATED , RIVETED",
105584,SCREW MISSING ON #2 ROCKER COVER.,Ok,#2,ROCKER COVER SCREW,MISSING,INSTALLED SCREW.,,,,SCREW,INSTALLED,
105585,L/H #4 AFT BAFFLE SEAL LOOSE.,Ok,L/H #4 AFT,BAFFLE SEAL,LOOSE,SECURED WITH LACING CORD.,,WITH LACING CORD,,,SECURED,
105586,R/H ENGINE HAS LEAK ALONG BACK BONE.,Ok,R/H ENGINE BACKBONE,,LEAKING,RESEALED & TORQUED HOISTING RING BOLT.,,,,HOISTING RING BOLT,RESEALED & TORQUED,
105587,L/H CYLINDER #4 INTAKE BOLT BROKE OFF.,Ok,L/H CYLINDER #4,INTAKE BOLT,BROKEN,ACCESSED AREA AROUND #4 CYLINDER & REMOVED CYLINDER.,,,,CYLINDER,ACCESSED & REMOVED,
105588,L/H #4 INTAKE GASKET IS LEAKING.,Ok,L/H #4,INTAKE GASKET,LEAKING,TRIED REMOVING BROKEN BOLT. BOLT WILL NOT LOOSEN. MUST,,,,BOLT,REMOVED,
105589,L/H CYLINDER #4 INTAKE BOLT BROKE OFF.,Ok,L/H CYLINDER #4,INTAKE BOLT,BROKEN,INSTALLED SERVICEABLE CYLINDER & INSTALLED ALL ACCESSORIES.,,,,"CYLINDER, ACCESSORIES",INSTALLED,
105590,EVIDENCE OF CARB FIRE ON L/H CARB AIRBOX.,Ok,L/H,CARB AIRBOX,FIRE,INSPECTED AREA OF FIRE IN CARB AIRBOX. CLEANED & INSPEC,,,,AREA OF FIRE,"INSPECTED, CLEANED & INSPEC",
105591,L/H & R/H ENGINE LOWER COWL SEALS LOOSE.,Ok,L/H & R/H ENGINE LOWER,COWL SEAL,LOOSE,RESECURED ENGINE COWL SEALS.,,,,ENGINE COWL SEAL,RESECURED,
105592,SMALL RUST SPOT ON AFT TOP L/H (L/H ENGINE MOUNT).,Ok,AFT TOP L/H,,RUST,"REMOVED RUST, INSPECTED, NO DEFECTS. PAINTED WITH PRIMER.",,WITH PRIMER,,RUST,REMOVED & INSPECTED & PAINTED,
105593,RPM 2740 FOR 1-3 SECONDS.,OK,,,RPM PROBLEM,REMOVED SD CARD TO REVIEW DATA. INSPECTED DATA & FOUND,,,,"SD CARD, DATA","REMOVED, INSPECTED & FOUND",
105594,"#2 INTAKE LEAK, L/H ENGINE.",Ok,L/H ENGINE #2,INTAKE,LEAKING,REMOVED & REPLACED GASKET WITH NEW.,,WITH NEW,,GASKET,REMOVED & REPLACED,
105595,"#3 INTAKE LEAK, R/H ENGINE.",Ok,"#3, R/H ENGINE",INTAKE,LEAKING,REMOVED & REPLACED GASKET WITH NEW.,,WITH NEW,,GASKET,REMOVED & REPLACED,
105596,"OIL LEAK AT R/H ENGINE BACK BONE, AFT BOLT.",Ok,"R/H ENGINE BACK BONE, AFT",BOLT,OIL LEAK,SEALED BOLT & TORQUED. LEAK CHECK GOOD.,,,,"BOLT, LEAK","SEALED & TORQUED, CHECKED",
105597,R/H ENGINE BAFFLE SPRING BROKEN.,Ok,R/H ENGINE,BAFFLE SPRING,BROKEN,REMOVED & REPLACED SPRING.,,,,SPRING,REMOVED & REPLACED,
105598,#4 CYLINDER HAS LOW COMPRESSION.,Ok,#4 CYLINDER,,COMPRESSION PROBLEM,RETRIEVED NEW CYLINDER ASSEMBLY FROM INVENTORY.,,NEW,,CYLINDER ASSEMBLY,RETRIEVED,
105599,#4 CYLINDER HAS LOW COMPRESSION.,Ok,#4 CYLINDER,,COMPRESSION PROBLEM,"INSTALLED ""MINERAL OIL ONLY"" STICKERS.",,,,MINERAL OIL ONLY STICKERS,INSTALLED,
105600,#4 CYLINDER HAS LOW COMPRESSION.,Ok,#4 CYLINDER,,COMPRESSION PROBLEM,FITTED RINGS TO PISTON. INSTALLED PISTON & CYLINDER ASSEMBLY TO,,,,"RINGS, PISTON & CYLINDER ASSEMBLY","FITTED, INSTALLED",
105601,#4 CYLINDER HAS LOW COMPRESSION.,Ok,#4 CYLINDER,,COMPRESSION PROBLEM,REMOVED CYLINDER FROM ENGINE. REMOVED & REPLACED EXHAUST VALVE.,,,,"CYLINDER, EXHAUST VALVE","REMOVED, REMOVED & REPLACED",
105602,#4 CYLINDER HAS LOW COMPRESSION.,OK,#4 CYLINDER,,COMPRESSION PROBLEM,COMPELTED INSTALLATION OF BAFFLING & EXHAUST VALVE. LAS,,,,BAFFLING & EXHAUST VALVE,INSTALLED,
105603,"#3 ENGINE BAFFLE BOLT HOLE, FOR HOLD DOWN, NEED NEW RIVETS.",Ok,#3,BAFFLE BOLT HOLE,NEED RIVET,REMOVED BAD RIVETS & INSTALLED NEW.,,,NEW,RIVET,REMOVED & INSTALLED,
105604,BAFFLE SCREW BEHIND DIPSTICK TUBE LOOSE.,Ok,BEHIND DIPSTICK TUBE,BAFFLE SCREW,LOOSE,TIGHTENED SCREW.,,,,SCREW,TIGHTENED,
105605,CLAMP BROKEN ON BATTERY MOUNT.,Ok,BATTERY MOUNT,CLAMP,BROKEN,REMOVED & REPLACED CLAMP.,,,,CLAMP,REMOVED & REPLACED,
105606,ENGINE COWL CAM LOCK LOOSE.,Ok,ENGINE COWL,CAM LOCK,LOOSE,RESECURED CAM LOCK.,,,,CAM LOCK,RESECURED,
105607,BAFFLE SCREW MISSING ON R/H ENGINE #4 CYLINDER.,Ok,R/H ENGINE #4 CYLINDER,BAFFLE SCREW,MISSING,REPLACED SCREW.,,,,SCREW,REPLACED,
105608,"BAFFLE SEALS ON #2, 4  CYLINDER ON L/H ENGINE NEED TO BE SE",DIFFICULT,,,,SECURED BAFFLE SEALS.,,,,BAFFLE SEAL,SECURED,
105609,#3 CYLINDER AFT BAFFLE MISSING MOUNT BOLT.,Ok,#3 CYLINDER AFT,BAFFLE MOUNT BOLT,MISSING,INSTALLED NEW MOUNT BOLT.,,,NEW,MOUNT BOLT,INSTALLED,
105610,#3 & 4 INTAKES LEAKING.,Ok,#3 & 4,INTAKE,LEAKING,REMOVED & REPLACED GASKETS.,,,,GASKET,REMOVED & REPLACED,
105611,2 & 4 INTAKES LEAKING ON R/H ENGINE.,Ok,2 & 4 R/H ENGINE,INTAKE,LEAKING,REPLACED GASKETS.,,,,GASKET,REPLACED,
105612,"L/H ENGINE #2, 3, 4 INTAKE GASKETS LEAKING.",Ok,"L/H ENGINE #2, 3, 4",INTAKE GASKET,LEAKING,REMOVED & REPLACED WITH NEW GASKETS.,,WITH NEW GASKETS,,,REMOVED & REPLACED,
105613,#4 INTAKE GASKET LEAKING.,Ok,#4,INTAKE GASKET,LEAKING,"REPLACED GASKET, LEAK CHECK GOOD.",,,,"GASKET, LEAK","REPLACED, CHECKED",
105614,R/H ENGINE #3 INTAKE IS LEAKING.,Ok,R/H ENGINE #3,INTAKE,LEAKING,REMOVED & REPLACED GASKET.,,,,GASKET,REMOVED & REPLACED,
105615,"#1, 4 INTAKE GASKETS LEAKING.",Ok,"#1, 4",INTAKE GASKET,LEAKING,REMOVED & REPLACED WITH NEW GASKETS.,,WITH NEW GASKETS,,,REMOVED & REPLACED,
105616,R/H ENGINE LWR FIRESEAL LOOSE.,Ok,R/H ENGINE,LWR FIRESEAL,LOOSE,REATTACHED LWR FIRESEAL.,,,,LWR FIRESEAL,REATTACHED,
105617,"ENGINE STARTED NORMALLY, 60 SECS AFTER START, ENGINE BEGAN T",DIFFICULT,,,,"RAN A/C, OPS GOOD.",,,,A/C,RAN,
105618,"ENGINE STARTED NORMALLY, 60 SECS AFTER START, ENGINE BEGAN T",DIFFICULT,,,,REINDEXED MIXTURE LINKAGE.,,,,MIXTURE LINKAGE,REINDEXED,
105619,"ENGINE STARTED NORMALLY, 60 SECS AFTER START, ENGINE BEGAN T",DIFFICULT,,,,"RAN UP A/C, IDLE MIXTURE LINKAGE NEED TO BE REINDEXED.",,,,"A/C, IDLE MIXTURE LINKAGE","RAN , NEED TO BE REINDEXED",
105620,FUEL LEAK FROM DRAIN.,Ok,,,FUEL LEAK,RAN A/C & FOUND NO LEAKS NOTED AFTER A/C SITTING OVERNI,,,,A/C,"RAN , FOUND",FOUND NO LEAKS NOTED AFTER A/C SITTING OVERNI
105621,"#1, 2 ROCKER COVERS LEAKING.",Ok,"#1, 2",ROCKER COVER,LEAKING,REPLACED GASKETS.,,,,GASKET,REPLACED,
105622,ADEL CLAMP ON AFT R/H PRIMER LINE NEED TO BE REPLACED.,Ok,AFT R/H,ADEL CLAMP,NEED REPLACEMENT,REMOVED & REPLACED ADEL CLAMP.,,,,ADEL CLAMP,REMOVED & REPLACED,
105623,ZIP TIES NEED TO BE REMOVED FROM ENGINE MOUNTS.,DIFFICULT,,,,REMOVED ZIP TIES & RESECURED WIRING & CONTROL CABLES W/,,,,"ZIP TIES, WIRING & CONTROL CABLES","REMOVED, RESECURED",
105624,CHAFE TAPE NEEDED ON #2 BAFFLE.,Ok,#2,BAFFLE,NEED CHAFE TAPE,INSTALLED CHAFE TAPE.,,,,CHAFE TAPE,INSTALLED,
105625,"ON RUN UP, ENGINE RUNNING EXTREMELY ROUGH. SEVERAL LOUD SOUN",OK,ENGINE,,RUN ROUGH,"RAN A/C, COULD NOT DUPLICATE PROBLEM. ALL TEMPS & PRESS",,,,A/C,RAN,COULD NOT DUPLICATE PROBLEM. ALL TEMPS & PRESS
105626,#4 INTAKE LEAKING.,Ok,#4,INTAKE,LEAKING,REPLACED GASKET.,,,,GASKET,REPLACED,
105627,"BAFFLE SEAL IS LOOSE, FORWARD OF #1 CYLINDER.",Ok,FORWARD OF #1 CYLINDER,BAFFLE SEAL,LOOSE,SECURED SEAL WITH POP RIVET.,,WITH POP RIVET,,SEAL,SECURED,
105628,R/H FORWARD BAFFLING IS CRACKED.,Ok,R/H FORWARD,BAFFLE,CRACKED,STOP DRILLED CRACK.,,,,DRILLED CRACK,STOP,
105629,REMOVE ZIP TIES FROM ENGINE MOUNT.,DIFFICULT,,,,REMOVED ALL ZIP TIES FROM ENGINE MOUNT.,,,,ZIP TIES,REMOVED,
105630,"DUCTING RUBBING ON OIL PSI LINE, BY FIREWALL.",Ok,BY FIREWALL,OIL PSI LINE DUCTING,RUBBING,INSTALLED SPIRAL WRAP ON OIL LINE.,,,,SPIRAL WRAP,INSTALLED,
105631,#1 & 3 INTAKE GASKETS ARE LEAKING.,Ok,#1 & 3,INTAKE GASKET,LEAKING,REPLACED GASKETS.,,,,GASKET,REPLACED,
105632,#1 & 4 INTAKES LEAKING.,Ok,#1 & 4,INTAKE,LEAKING,REMOVED & REPLACED GASKETS.,,,,GASKET,REMOVED & REPLACED,
105633,LH/ TOP ENGINE BAFFLE SEAL LOOSE.,Ok,LH/ TOP ENGINE,BAFFLE SEAL,LOOSE,RESCURED BAFFLE SEAL.,,,,BAFFLE SEAL,RESCURED,
105634,L/H ENGINE STARTED RUNNING ROUGH IN FLIGHT. FULL MIXTURE & FULL,Ok,L/H ENGINE,,RUN ROUGH,COULD NOT START L/H ENGINE. R/H OK.,,,,ENGINE,"COULD NOT START, CHECKED",
105635,L/H ENGINE STARTED RUNNING ROUGH IN FLIGHT. FULL MIXTURE & FULL,Ok,L/H ENGINE,,RUN ROUGH,STARTED L/H & R/H ENGINES. PERFORMED GROUND RUN. NO DEF,,,,"ENGINES, GROUND",STARTED & RAN,
105636,#3 CYLINDER HAS BAD COMPRESSION.,Ok,#3 CYLINDER,,COMPRESSION PROBLEM,COMPLETED ENGINE REASSEMBLY.,,,,ENGINE,REASSEMBLED,
105637,#3 CYLINDER HAS BAD COMPRESSION.,Ok,#3 CYLINDER,,COMPRESSION PROBLEM,"RAN ENGINE, OPS & LEAK CHECK GOOD.",,,,"ENGINE, OPS & LEAK","RAN, CHECKED",
105638,#3 CYLINDER HAS BAD COMPRESSION.,Ok,#3 CYLINDER,,COMPRESSION PROBLEM,REMOVED #3 CYLINDER. FITTED NEW PISTON & RINGS. FITTED & TOR,,,NEW,"CYLINDER, PISTON & RINGS","REMOVED, FITTED & TOR",
105639,#3 CYLINDER HAS BAD COMPRESSION.,Ok,#3 CYLINDER,,COMPRESSION PROBLEM,DRY TAPPET CLEARANCE CHECK GOOD. REASSEMBLED ENGINE. SERVI,,,,"DRY TAPPET CLEARANCE, ENGINE","CHECKED, REASSEMBLED & SERVICED",
105640,"R/H FORWARD BAFFLE SECTION, ABOVE #1 CYLINDER, HAS DAMAGED NUTPLATES.",Ok,"R/H FORWARD BAFFLE SECTION, ABOVE #1 CYLINDER",BAFFLE NUTPLATES,DAMAGED,REPLACED UPPER NUTPLATE. REMOVED STUCK SCREWS,,,,"NUTPLATE, SCREW","REPLACED, REMOVED",
105641,"BOTH ENGINES DIED AFTER LANDING GROUND ROLL STOP. RESTARTED,",Ok,BOTH ENGINES,,DIED,"PERFORMED FULL GROUND RUN, OPS CK'ED GOOD. NO DEFECTS N",,,,"GROUND , OPS","RAN , CHECKED",
105642,#4 INTAKE ON L/H ENGINE LEAKING.,Ok,L/H ENGINE #4,INTAKE,LEAKING,REPLACED GASKETS.,,,,GASKET,REPLACED,
105643,#2 & 4 INTAKES LEAKING.,Ok,#2 & 4,INTAKE,LEAKING,REMOVED & REPLACED GASKETS.,,,,GASKET,REMOVED & REPLACED,
105644,#4 INTAKE GASKET LEAKING.,Ok,#4,INTAKE GASKET,LEAKING,REMOVED & REPLACED WITH NEW GASKET.,,WITH NEW GASKET,,,REMOVED & REPLACED,
105645,BOLT ON TOP OF ENGINE CASE SHOWS SIGNS OF LEAKING.,Ok,TOP OF ENGINE CASE,BOLT,LEAKING,SEALED BOLT WITH HIGH TEMPRATURERTV.,,WITH HIGH TEMPRATURERTV,,BOLT,SEALED,
105646,#3 & 4 INTAKES LEAKING.,Ok,#3 & 4,INTAKE,LEAKING,REMOVED & REPLACED GASKETS.,,,,GASKET,REMOVED & REPLACED,
105647,#3 & 4 INTAKES LEAKING.,Ok,#3 & 4,INTAKE,LEAKING,REMOVED & REPLACED GASKETS.,,,,GASKET,REMOVED & REPLACED,
105648,BOTH ENGINE BAFFLE PLUGS WORN.,Ok,BOTH ENGINE,BAFFLE PLUG,WORN,INSTALLED NEW.,,,NEW,,INSTALLED,
105649,#4 CYLINDER HAS LOW COMPRESSION.,Ok,#4 CYLINDER,,COMPRESSION PROBLEM,REMOVED CYLINDER. FOUND BURNT VALVE. LAPPED & FITTED NEW EXH,,NEW,,"CYLINDER, BURNT VALVE, EXHAUST","REMOVED, FOUND, LAPPED & FITTED",FOUND BURNT VALVE
105650,#4 INTAKE LEAKING.,Ok,#4,INTAKE,LEAKING,REMOVED & REPLACED GASKET.,,,,GASKET,REMOVED & REPLACED,
105651,"STRANGE HOWLING NOISE, THAT INCREASES IN VOLUME DURING FLIGH",OK,,,NOISE,INSPECTED & PERFORMED GROUND RUN. NO DEFECTS NOTED.,,,,GROUND,INSPECTED & RAN,
105652,#4 INTAKE IS LEAKING.,Ok,#4,INTAKE,LEAKING,REMOVED & REPLACED GASKET.,,,,GASKET,REMOVED & REPLACED,
105653,"CYLINDER #1, 3, 1 INTAKE GASKETS ARE LEAKING.",Ok,"CYLINDER #1, 3, 1",INTAKE GASKET,LEAKING,REMOVED & REPLACED GASKETS WITH NEW.,,WITH NEW,,GASKET,REMOVED & REPLACED,
105654,R/H ENGINE LWR AFT COWLING HAS SEALS TO BE REGLUED.,Ok,R/H ENGINE LWR AFT,COWLING SEAL,NEED TO BE REGLUED,REGLUED SEAL SECTIONS.,,,,SEAL SECTIONS,REGLUED,
105655,"LOWER AFT COWL, L/H ENGINE STARTER GEN AIR VENT HAS CRACK.",Ok,"LOWER AFT COWL, L/H ENGINE STARTER GEN",AIR VENT,CRACKED,APPLIED SEALANT TO CRACK.,,,,SEALANT,APPLIED,
105656,"CHAFE TAPE NEEDED ON BULKHEAD BEHIND FUEL NOZZLES, L/H ENGINE &",DIFFICULT,,,,APPLIED SEALANT FOR CHAFING.,,,,SEALANT,APPLIED,
105657,L/H FORWARD ENGINE BAFFLE LOOSE.,Ok,L/H FORWARD ENGINE,BAFFLE,LOOSE,RESECURED ENGINE BAFFLE.,,,,ENGINE BAFFLE,RESECURED,
105658,#1-3 BAFFLE TIE WIRE BROKEN.,Ok,#1-3,BAFFLE TIE WIRE,BROKEN,INSTALLED NEW BAFFLE TIE WIRE.,,,NEW,BAFFLE TIE WIRE,INSTALLED,
105659,#2 & 4 CYLINDER HEAD TEMPERATURE/EXHAUST GAS TEMPERATURE WIRE ANCHOR BROKEN.,Ok,#2 & 4,CYLINDER HEAD TEMPERATURE /EXHAUST GAS TEMPERATURE WIRE ANCHOR,BROKEN,REMOVED & REPLACED ANCHORS.,,,,ANCHORS,REMOVED & REPLACED,
105660,#1 CYLINDER BAFFLING HAS A CRACK.,Ok,#1 CYLINDER,BAFFLE,CRACKED,STOP DRILLED CRACK.,,,,DRILLED CRACK,STOP,
105661,#2 INTAKE GASKET LEAKING.,Ok,#2,INTAKE GASKET,LEAKING,REMOVED & REPLACED GASKET.,,,,GASKET,REMOVED & REPLACED,
105662,#4 INTAKE TUBE LEAKING (R/H ENGINE).,Ok,#4 (R/H ENGINE),INTAKE TUBE,LEAKING,REMOVED & REPLACED WITH NEW GASKET.,,WITH NEW GASKET,,GASKET,REMOVED & REPLACED,
105663,#1 CYLINDER ROCKER ARM & PUSH ROD GALLED ON EXHAUST SIDE.,Ok,#1 CYLINDER,ROCKER ARM & PUSH ROD,GALLED,REMOVED & REPLACED ROCKER ARM & PUSH ROD.,,,,ROCKER ARM & PUSH ROD,REMOVED & REPLACED,
105664,#2 CYLINDER ROCKER ARM & PUSH ROD GALLED ON EXHAUST SIDE.,Ok,#2 CYLINDER,ROCKER ARM & PUSH ROD,GALLED,REMOVED & REPLACED ROCKER ARM & PUSH ROD.,,,,ROCKER ARM & PUSH ROD,REMOVED & REPLACED,
105665,#3 CYLINDER ROCKER ARM & PUSH ROD GALLED ON EXHAUST SIDE.,Ok,#3 CYLINDER,ROCKER ARM & PUSH ROD,GALLED,REMOVED & REPLACED ROCKER ARM & PUSH ROD.,,,,ROCKER ARM & PUSH ROD,REMOVED & REPLACED,
105666,#4 CYLINDER ROCKER ARM & PUSH ROD GALLED ON EXHAUST SIDE.,Ok,#4 CYLINDER,ROCKER ARM & PUSH ROD,GALLED,REMOVED & REPLACED ROCKER ARM & PUSH ROD.,,,,ROCKER ARM & PUSH ROD,REMOVED & REPLACED,
105667,ENGINE RUNNING VERY ROUGH & SHAKING AFTER START UP.,Ok,ENGINE,,RUN ROUGH & SHAKING,"INSTALLED ROCKER COVERS & CLEANED. RAN A/C, LEAK & OPS",,,,"ROCKER COVER, A/C, LEAK & OPS","INSTALLED & CLEANED, RAN, CHECKED",
105668,ENGINE RUNNING VERY ROUGH & SHAKING AFTER START UP.,Ok,ENGINE,,RUN ROUGH & SHAKING,RAN A/C & ENGINE RAN ROUGH. #2 CYLINDER EGT LOW. DISASSEMBLE,,,,A/C & ENGINE,"RAN,  DISASSEMBLED",ENGINE RAN ROUGH. #2 CYLINDER EGT LOW
105669,ENGINE RUNNING VERY ROUGH & SHAKING AFTER START UP.,Ok,ENGINE,,RUN ROUGH & SHAKING,"C/W AD E 2015-19-07, FUEL INJ LINE FAILURE INSP (REV DA",,,,FUEL INJ LINE,INSPECTED,
105670,ENGINE RUNNING VERY ROUGH & SHAKING AFTER START UP.,Ok,ENGINE,,RUN ROUGH & SHAKING,RAN ENGINE TO WARM  CYLINDER. PERFORMED COMPRESSION CK.,,,,"ENGINE,  COMPRESSION","RAN, CHECKED",
105671,ENGINE RUNNING VERY ROUGH & SHAKING AFTER START UP.,Ok,ENGINE,,RUN ROUGH & SHAKING,RAN ENGINE & VERIFIED DISCREPANCY. THERE IS LIKELY A ST,,,,"ENGINE ,DISCREPANCY","RAN , VERIFIED",
105672,MX FLIGHT REQUIRED TO CHECK FOR ABNORMAL ENGINE ROUGHNESS IN FL,DIFFICULT,,,,COMPLETED CYLINDER #4 & BAFFLE INSTLLATION.,,,,BAFFLE,INSTALLED,
105673,MX FLIGHT REQUIRED TO CHECK FOR ABNORMAL ENGINE ROUGHNESS IN FL,DIFFICULT,,,,"REAMED EXHAUST VALVE GUIDES ON  CYLINDER 1, 2 & 3.",,,,EXHAUST VALVE GUIDES,REAMED,
105674,MX FLIGHT REQUIRED TO CHECK FOR ABNORMAL ENGINE ROUGHNESS IN FL,DIFFICULT,,,,ASSEMBLED BAFFLE & ROCKER COVERS ON CYLINDER 1 & 3. REMOVED,,,,BAFFLE & ROCKER COVER,"ASSEMBLED , REMOVED",
105675,MX FLIGHT REQUIRED TO CHECK FOR ABNORMAL ENGINE ROUGHNESS IN FL,DIFFICULT,,,,"STARTED REMOVING SPARK PLUGS, SIDE BAFFLES, ROCKER COVE",,,,SPARK PLUG & BAFFLE & ROCKER COVER,REMOVED,
105676,MX FLIGHT REQUIRED TO CHECK FOR ABNORMAL ENGINE ROUGHNESS IN FL,DIFFICULT,,,,"LOWERED EXHAUST, REMOVED ATTACHING HARDWARE TO CYLINDER 4. R",,,,"EXHAUST, ATTACHING HARDWARE","LOWERED, REMOVED",
105677,MX FLIGHT REQUIRED TO CHECK FOR ABNORMAL ENGINE ROUGHNESS IN FL,DIFFICULT,,,,"PREPPED NEW CYLINDER & PISTON. INSTALLED NEW PISTON, RINGS &",,,NEW,"CYLINDER & PISTON , PISTON & RINGS","PREPPED , INSTALLED",
105678,OIL LEAK AT L/H ENGINE HOISTING LOOP.,Ok,L/H ENGINE,HOISTING LOOP,OIL LEAK,LEAK CHECK GOOD.,,,,LEAK,CHECKED,
105679,OIL LEAK AT L/H ENGINE HOISTING LOOP.,Ok,L/H ENGINE,HOISTING LOOP,OIL LEAK,SEALED & TORQUED BOLT.,,,,BOLT,SEALED & TORQUED,
105680,"INTAKES 1, 2 & 3 LEAKING ON R/H ENGINE.",Ok,"1, 2 & 3 R/H ENGINE",INTAKE,LEAKING,REMOVED & REPLACED GASKETS.,,,,GASKET,REMOVED & REPLACED,
105681,"#2, 3 & 4 INTAKE GASKETS LEAKING ON L/H ENIGNE.",Ok,"#2, 3 & 4 L/H ENGINE",INTAKE GASKET,LEAKING,REMOVED & REPLACED WITH NEW GASKETS.,,WITH NEW GASKET,,,REMOVED & REPLACED,
105682,#1 & 2 ROCKER GASKETS ARE LEAKING ON L/H ENGINE.,Ok,#1 & 2 L/H ENGINE,ROCKER GASKET,LEAKING,REMOVED & REPLACED WITH NEW SILICONE GASKETS.,,WITH NEW SILICONE GASKET,,,REMOVED & REPLACED,
105683,AFT R/H BAFFLE SCREW IS MISSING.,Ok,AFT R/H,BAFFLE SCREW,MISSING,REMOVED OIL COOLER FROM BAFFLE (NO LINES DISTURBED). IN,,,,OIL COOLER,REMOVED,
105684,"#2, 4 INTAKE GASKETS LEAKING ON L/H ENGINE.",Ok,"#2, 4 L/H ENGINE",INTAKE GASKET,LEAKING,REMOVED & REPLACED WITH NEW GASKETS.,,WITH NEW GASKET,,,REMOVED & REPLACED,
105685,"DURING POWER ON STALL, @ FULL THROTTLE, THERE WAS A LOUD TAP",Ok,,,LOUD TAP,"RAN UP A/C, COULD NOT DUPLICATE FUEL SMELL.",,,,A/C,RAN,COULD NOT DUPLICATE FUEL SMELL
105686,"DURING POWER ON STALL, @ FULL THROTTLE, THERE WAS A LOUD TAP",Ok,,,LOUD TAP,RAN A/C. COULD NOT DUPLICATE TAPPING NOISE OR FUEL SMEL,,,,A/C,RAN,COULD NOT DUPLICATE TAPPING NOISE OR FUEL SMEL
105687,L/H ENGINE #3 INTAKE LEAKING.,Ok,L/H ENGINE #3,INTAKE,LEAKING,REMOVED & REPLACED GASKET.,,,,GASKET,REMOVED & REPLACED,
105688,"R/H ENGINE #2, 3 & 4 INTAKE TUBE GASKETS LEAKING.",Ok,"R/H ENGINE #2, 3 & 4",INTAKE TUBE GASKET,LEAKING,INSTALLED NEW GASKETS.,,,NEW,GASKET,INSTALLED,
105689,IN STRAIGHT & LEVEL FLIGHT EXPERIENCED 2 VIBRATIONS WITH A/C Y,Ok,,,VIBRATION,ROUTED & SECURED OIL LINES.,,,,OIL LINE,ROUTED & SECURED,
105690,IN STRAIGHT & LEVEL FLIGHT EXPERIENCED 2 VIBRATIONS WITH A/C Y,Ok,,,VIBRATION,RUN UP & LEAK CHECK OK. FOR MX FLIGHT.,,,,LEAK,"RAN , CHECKED",
105691,IN STRAIGHT & LEVEL FLIGHT EXPERIENCED 2 VIBRATIONS WITH A/C Y,Ok,,,VIBRATION,"BEGAN LYCOMING , FOUND #2 EXHAUST GUIDE TIGHT. R",,,,,LYCOMING,FOUND #2 EXHAUST GUIDE TIGHT
105692,IN STRAIGHT & LEVEL FLIGHT EXPERIENCED 2 VIBRATIONS WITH A/C Y,Ok,,,VIBRATION,"PERFORMED ON #4 EXHAUST GUIDE, FOUND TIGHT. REA",,,,EXHAUST GUIDE,PERFORMED,FOUND TIGHT.
105693,IN STRAIGHT & LEVEL FLIGHT EXPERIENCED 2 VIBRATIONS WITH A/C Y,Ok,,,VIBRATION,COMPLETED ASSEMBLY OF BAFFLES. RAN ENGINE BLADES ENGINEAGE,,,,"BAFFLE, ENGINE","ASSEMBLED, RAN",
105694,"1, 2 & 3 INTAKES LEAKING.",Ok,"1, 2 & 3",INTAKE,LEAKING,REMOVED & REPLACED INTAKE GASKETS.,,,,INTAKE GASKET,REMOVED & REPLACED,
105695,#1 INTAKE LEAKING.,Ok,#1,INTAKE,LEAKING,REMOVED & REPLACED GASKET.,,,,GASKET,REMOVED & REPLACED,
105696,#1 CYLINDER ON R/H ENGINE IS CRACKED.,Ok,#1 CYLINDER ON R/H ENGINE,,CRACKED,OPS & LEAK CHECK GOOD.,,,,OPS & LEAK,CHECKED,
105697,#1 ROCKER COVER LEAKING ON L/H ENGINE.,Ok,#1 L/H ENGINE,ROCKER COVER,LEAKING,REMOVED & REPLACED GAKSET.,,,,GASKET,REMOVED & REPLACED,
105698,#2 & 4 INTAKES LEAKING ON L/H ENGINE.,Ok,#2 & 4 L/H ENGINE,INTAKE,LEAKING,REMOVED & REPLACED GASKETS.,,,,GASKET,REMOVED & REPLACED,
